HIP,RAICRS,DEICRS,Vmag,Plx,pmRA,pmDE,BV
59394,182.76617138,-23.60237239,5.45,17.82,-65.51,-20.64,0.055
59449,182.91313090,-52.36841559,3.97,9.53,-42.17,-18.39,-0.156
59468,182.96333771,25.87035539,5.66,4.21,-38.11,-30.87,1.401
59501,183.03874666,20.54210573,5.60,6.73,-14.21,-17.24,0.961
59504,183.04963833,77.61619242,5.14,29.70,10.53,20.18,0.358
59517,183.09161030,-62.95077296,5.91,0.67,-5.17,-0.08,0.253
59607,183.35441052,-38.92915939,5.77,1.60,-29.09,-11.69,-0.144
59608,183.35831031,10.26236039,5.85,20.18,-94.48,-7.95,0.262
59654,183.51136205,-45.72393011,5.31,5.76,-35.19,4.41,1.400
59728,183.74825968,-20.84423329,5.82,9.24,1.34,5.55,1.052
59746,183.78555700,70.20007671,5.72,6.97,-24.44,-28.29,1.179
59747,183.78648733,-58.74890179,2.79,8.96,-36.68,-10.72,-0.193
59774,183.85603795,57.03259792,3.32,40.05,103.56,7.81,0.077
59803,183.95194937,-17.54198370,2.58,19.78,-159.58,22.31,-0.107
59819,184.00097886,14.89914477,5.09,16.49,-80.58,-30.52,0.068
59831,184.03140154,40.66025851,5.69,3.91,17.08,-32.06,1.586
59847,184.08564668,23.94542332,4.93,13.12,-26.85,-5.91,0.957
59856,184.12572840,33.06179861,4.99,10.65,-54.87,-111.87,1.140
59920,184.37317610,53.19144123,5.80,8.54,38.50,-45.45,1.330
59923,184.37748884,28.93710321,5.71,18.74,-33.12,35.20,0.160
59929,184.39431802,-67.96067161,4.06,10.80,-231.26,-26.37,1.603
60000,184.58726633,-79.31226899,4.24,12.05,-38.07,12.00,-0.123
60009,184.60955300,-64.00304555,4.06,9.03,-33.19,-10.38,-0.168
60030,184.66790853,-0.78714480,5.90,10.00,33.51,-16.17,0.168
60044,184.70860512,75.16055020,5.47,11.29,-36.03,4.35,0.054
60059,184.74928553,-55.14297519,5.01,8.55,-70.44,-11.06,1.600
60122,184.95301297,48.98413192,5.28,6.30,-14.43,6.82,1.623
60129,184.97663096,-0.66674709,3.89,13.06,-59.14,-23.13,0.026
60157,185.04514374,-22.17562676,5.94,6.88,-105.42,-30.25,0.824
60170,185.08216696,26.61975090,5.52,20.78,-66.70,-110.40,1.091
60172,185.08813566,3.31272688,4.97,11.43,-293.82,-62.85,1.172
60189,185.14046113,-22.21583387,5.20,8.47,-109.68,-27.71,-0.090
60202,185.17955477,17.79265307,4.72,9.04,-109.67,88.50,1.010
60212,185.21179250,57.86428953,5.54,4.65,47.75,-70.53,1.452
60221,185.23214915,-13.56574902,5.14,16.61,-5.09,10.27,1.048
60260,185.34088036,-60.40136988,3.59,14.30,-171.06,91.82,1.389
60308,185.48932747,-56.37438360,5.91,1.87,-10.77,-0.77,1.533
60320,185.53077773,-67.52209279,5.15,9.71,-31.28,-5.16,0.195
60329,185.55014315,-68.30719873,5.73,8.24,-2.45,-48.14,1.038
60351,185.62632982,25.84618178,4.78,11.93,-10.75,-8.85,0.515
60379,185.70613474,-57.67610097,5.38,9.54,-37.73,-12.71,-0.098
60425,185.83999906,-24.84062116,5.66,10.32,-21.40,-19.59,1.153
60449,185.89770601,-35.41265923,5.32,7.98,-41.24,-7.49,-0.066
60463,185.93660912,-38.91135056,5.79,9.52,-56.54,-12.46,-0.064
60485,186.00617625,51.56222925,4.76,8.30,13.15,11.32,0.877
60514,186.07724865,26.09861325,5.17,11.47,-26.91,-3.08,0.082
60584,186.26343152,56.77785826,5.82,2.74,-14.25,-12.46,1.622
60595,186.29917028,-11.61051268,5.95,15.49,-58.99,-31.89,0.043
60610,186.34068272,-35.18640097,5.71,7.76,-40.55,-6.48,-0.066
60646,186.46248809,39.01869867,5.01,14.35,-78.10,-34.00,0.955
60697,186.60030726,27.26826273,4.92,11.92,-14.80,-10.40,0.277
60710,186.63245078,-51.45061150,4.82,8.16,-31.04,-9.83,-0.141
60718,186.64975585,-63.09905586,0.77,10.17,-35.37,-14.73,-0.243
60735,186.71539248,-32.83004764,5.56,6.38,-5.65,-30.09,0.007
60742,186.73469831,28.26861975,4.35,19.18,-83.41,-80.99,1.128
60746,186.74710034,26.82572160,4.98,11.56,-11.58,-9.23,0.088
60781,186.87031761,-58.99176932,5.38,5.76,-14.95,5.34,1.543
60795,186.89635756,55.71275225,5.68,7.43,-20.94,-11.43,1.582
60823,187.01004828,-50.23060480,3.91,7.36,-32.49,-12.41,-0.192
60855,187.09369113,-39.04113804,5.45,7.64,-28.69,-14.00,-0.073
60904,187.22799077,25.91288804,5.29,12.06,-20.21,-15.00,-0.056
60941,187.36272398,24.10892077,5.47,15.10,-18.09,1.84,0.445
60957,187.43009821,20.89618496,5.68,12.84,24.89,-31.29,0.093
60965,187.46659650,-16.51509397,2.94,37.11,-209.97,-139.30,-0.012
60969,187.47580895,-56.52496942,5.78,5.80,5.79,11.99,1.572
60978,187.48916244,58.40552660,5.37,11.88,-66.78,88.75,0.205
60998,187.52817199,69.20126087,5.01,5.61,-63.12,-56.48,1.621
61015,187.57275779,-23.69642033,5.63,3.63,-25.36,0.70,1.670
61071,187.75236725,24.56718941,5.47,10.49,-12.02,-8.94,0.056
61084,187.79137202,-57.11256922,1.59,37.09,27.94,-264.33,1.600
61136,187.91810373,-59.42391403,5.49,1.94,-13.19,-3.47,0.622
61158,187.98397037,-63.50589876,5.96,13.56,-28.91,25.05,0.263
61174,188.01868646,-16.19586556,4.30,54.92,-424.37,-58.41,0.388
61181,188.04122968,-73.00104307,5.88,9.55,40.72,-5.29,1.078
61199,188.11712896,-72.13297590,3.84,10.07,-50.59,-5.16,-0.157
61212,188.15036083,-13.85897407,5.74,27.06,-146.68,-53.89,0.376
61281,188.37101041,69.78820992,3.85,6.55,-58.14,11.42,-0.116
61296,188.39278750,-12.83032829,5.58,20.58,-16.99,51.63,0.861
61309,188.41210253,33.24766003,5.42,12.26,21.21,-31.43,1.011
61317,188.43788561,41.35676779,4.24,119.46,-705.06,292.93,0.588
61318,188.44498858,-9.45207768,5.48,12.47,-82.20,0.11,-0.035
61359,188.59680864,-23.39662306,2.65,23.34,0.86,-56.00,0.893
61379,188.67690229,-44.67251655,5.76,35.25,-75.86,-206.23,0.683
61384,188.68360523,70.02177318,4.95,5.97,-30.40,-1.36,1.312
61394,188.71299083,22.62918961,4.80,8.94,-57.42,28.53,0.012
61418,188.78234382,18.37700118,5.03,5.31,-4.58,23.30,1.152
61420,188.78397424,21.88143144,5.86,5.00,21.99,-19.56,1.242
61468,188.94006062,-41.02194744,5.12,28.92,-107.25,1.11,0.224
61498,189.00447532,-39.86944684,5.78,14.91,-55.92,-24.00,0.003
61558,189.19737813,-5.83185110,5.88,14.54,-27.51,-19.46,0.072
61571,189.24314199,17.08957856,5.70,6.29,-35.65,-17.53,1.436
61585,189.29618208,-69.13553358,2.69,10.67,-39.87,-12.44,-0.176
61621,189.42594398,-27.13865883,5.41,28.91,79.52,-94.16,0.334
61622,189.42636588,-48.54128816,3.85,24.77,-186.61,-6.45,0.049
61658,189.59355028,1.85470456,5.68,6.51,-79.51,-17.47,1.592
61720,189.76451917,-30.42234930,5.86,5.96,-38.64,-15.55,1.207
61724,189.78065686,21.06258094,5.49,11.39,-77.41,-8.86,0.978
61740,189.81171855,-7.99550439,4.66,10.24,-77.30,-24.66,1.240
61789,189.96900602,-39.98724188,4.63,9.19,-42.01,-24.94,-0.082
61910,190.31676407,-13.01392023,5.17,11.72,-117.92,7.86,0.432
61916,190.34602074,-46.14572729,5.84,4.09,-70.95,59.98,1.475
61932,190.38002079,-48.95988553,2.20,25.01,-187.28,-1.20,-0.023
61941,190.41667557,-1.44952231,2.74,84.53,-616.66,60.66,0.368
61960,190.47086482,10.23584294,4.88,27.10,82.62,-89.51,0.076
61966,190.48582000,-59.68581085,4.91,3.15,-24.70,-3.57,-0.044
61968,190.48816539,6.80664416,5.57,13.37,-71.67,-11.15,0.002
62012,190.64817140,-48.81303493,4.66,17.31,-123.27,-30.36,1.075
62027,190.70951152,-63.05861600,5.27,3.32,-13.32,-3.47,0.195
62058,190.78838403,-56.17619646,5.99,7.88,-31.16,-11.39,-0.074
62103,190.90842535,-1.57681459,5.91,14.26,48.10,-74.58,0.850
62131,191.00229297,-28.32386102,5.46,8.22,-29.54,-39.41,1.346
62207,191.24865101,39.27857766,5.95,57.57,-359.75,139.32,0.557
62223,191.28262003,45.44022447,5.42,4.59,-2.20,13.05,2.994
62267,191.40467529,7.67331477,5.22,13.36,-108.93,4.53,0.322
62268,191.40798434,-60.98116057,4.69,26.17,112.51,-64.86,1.049
62322,191.57029013,-68.10809405,3.04,10.48,-40.40,-10.32,-0.178
62325,191.59324849,9.54078962,5.65,22.36,278.73,-455.04,0.989
62327,191.59478955,-56.48877967,4.62,8.24,-33.11,-14.62,-0.150
62356,191.66147205,16.57764912,5.12,10.13,12.55,17.39,1.346
62360,191.69258582,-33.31541396,5.87,8.50,11.60,-28.28,1.326
62402,191.82885595,62.78113875,5.88,15.85,20.02,6.54,0.215
62423,191.89308893,66.79031573,5.43,4.19,1.64,-4.71,1.567
62434,191.93049537,-59.68873246,1.25,9.25,-48.24,-12.82,-0.238
62500,192.10982759,-27.59723017,5.65,10.73,-152.82,-63.33,0.947
62512,192.16390269,60.31989667,5.83,41.39,107.79,-30.60,0.467
62541,192.22581729,14.12263297,5.71,8.10,28.96,-20.23,0.024
62561,192.27829680,83.41779443,5.92,14.68,-22.05,15.52,0.015
62572,192.30750199,83.41285818,5.38,10.75,-28.15,17.55,0.033
62576,192.32296815,27.55232611,5.76,9.97,-92.90,21.73,0.051
62608,192.43728988,-71.98624542,5.55,6.20,10.52,-5.87,1.154
62641,192.54502356,37.51688446,5.87,8.43,-88.59,21.83,0.170
62683,192.67161238,-33.99926779,4.90,8.39,-29.11,-14.29,-0.031
62703,192.74126496,-52.78739520,5.70,8.53,-27.20,-12.02,0.127
62732,192.82492384,-60.32978611,5.71,1.09,-5.26,-1.09,0.344
62763,192.92469926,27.54073393,4.93,10.62,-9.50,-8.82,0.681
62786,192.98729210,-39.68038459,5.99,7.01,-27.07,-18.97,-0.098
62861,193.26776709,-54.95248410,5.91,8.61,-96.63,4.68,1.309
62867,193.27906907,-48.94325313,4.33,10.77,-79.18,-25.34,1.344
62886,193.32404513,21.24502058,4.89,10.06,-42.48,-32.00,0.904
62894,193.34124905,-60.32848627,5.75,0.81,-4.12,-0.97,0.295
62896,193.35894159,-40.17881857,4.25,21.03,69.64,-21.83,0.224
62931,193.45384782,-60.37624027,5.89,-1.96,-3.03,-1.74,0.200
62956,193.50680410,55.95984301,1.76,40.30,111.74,-8.99,-0.022
62985,193.58822553,-9.53894647,4.77,7.82,-18.26,-19.72,1.590
63003,193.64857337,-57.17789116,4.03,8.64,-30.45,-13.55,-0.180
63005,193.65383866,-57.16864387,5.08,9.03,-32.35,-10.93,-0.089
63007,193.66341683,-59.14666538,4.62,9.06,-33.35,-14.75,-0.153
63024,193.73556688,47.19673771,5.75,4.63,-17.24,-6.50,1.451
63031,193.74311570,-85.12342237,5.45,8.79,67.47,22.11,0.991
63033,193.74460949,-44.15140639,5.89,25.17,-237.30,-230.98,0.633
63066,193.83108971,-42.91570150,5.46,5.42,-37.77,-12.64,1.668
63076,193.86897970,65.43854743,5.23,34.67,-4.63,-30.38,0.303
63090,193.90201366,3.39759862,3.39,16.11,-471.44,-52.81,1.571
63117,193.98808228,-56.83580429,5.34,1.73,-5.12,-0.78,0.010
63121,194.00251587,38.31469771,5.61,39.95,-203.89,88.34,0.337
63125,194.00767051,38.31824617,2.89,29.60,-233.43,54.98,-0.115
63143,194.07350869,54.09948306,5.84,12.74,-78.10,2.54,0.204
63165,194.13216726,-72.18518249,5.93,4.67,-15.99,-12.08,1.115
63210,194.26825217,-51.19871605,5.17,6.80,-29.54,-14.82,-0.066
63355,194.73110786,17.40936063,4.76,10.91,-38.66,34.95,1.568
63414,194.91477267,-3.81194179,5.79,10.95,-48.20,6.57,0.203
63432,194.98031630,66.59730755,5.37,5.65,-139.75,-14.64,1.282
63462,195.06868941,30.78503676,4.88,3.63,-21.59,-6.38,1.165
63494,195.14982714,-3.36860790,5.99,9.47,-19.39,49.42,1.119
63503,195.18160731,56.36633134,4.93,40.06,108.36,2.67,0.368
63533,195.29008399,17.12320260,5.97,8.14,-9.00,-23.01,0.971
63608,195.54483557,10.95910186,2.85,31.90,-275.05,19.96,0.934
63613,195.56573968,-71.54879865,3.61,35.91,263.58,-23.28,1.190
63688,195.77233515,-71.47572327,5.93,2.07,-11.18,-2.39,0.002
63724,195.88894965,-49.52723627,4.83,14.97,-46.58,-11.24,0.029
63738,195.94177817,-20.58350964,5.58,34.89,142.13,5.14,0.554
63901,196.43526005,35.79885169,5.20,11.55,-36.75,19.32,-0.059
63916,196.46783055,45.26848988,5.64,6.75,-14.53,24.63,1.135
63945,196.56970994,-48.46325358,4.71,7.88,-29.72,-14.68,-0.148
63950,196.59410061,22.61629063,5.53,5.70,29.84,-42.71,1.461
63972,196.64603079,-41.58840727,5.59,9.62,44.26,-14.59,1.050
64003,196.72595485,-35.86182329,5.63,14.22,34.80,-86.36,0.050
64004,196.72776268,-49.90621586,4.27,7.92,-26.24,-12.43,-0.182
64022,196.79461606,27.62490672,4.80,10.75,33.27,-68.21,1.482
64033,196.85129190,-59.86049011,5.98,2.64,-11.78,-8.06,0.435
64053,196.90966874,-53.45971466,5.70,10.06,-36.87,-20.40,-0.061
64078,196.97417871,-10.74038528,5.15,10.66,16.03,-9.38,1.138
64094,197.02982892,-65.30601741,5.44,0.03,-5.35,-2.23,-0.033
64122,197.13536674,-8.98422912,5.57,8.78,-36.21,-64.19,1.178
64166,197.26367917,-23.11797275,4.94,14.14,-19.97,-39.90,1.048
64179,197.30175990,10.02246786,5.79,9.27,22.78,0.18,1.025
64224,197.43870138,-10.32930884,5.95,4.97,-14.98,-7.31,1.490
64226,197.44953121,16.84864890,5.91,4.45,-65.58,-15.39,1.450
64238,197.48755015,-5.53892987,4.38,7.86,-35.08,-32.80,-0.008
64241,197.49812263,17.52911621,4.32,69.81,-445.95,129.69,0.455
64246,197.51361945,38.49887224,5.91,16.12,-71.11,44.86,0.294
64332,197.78725433,-42.23282785,5.78,10.89,-76.67,-26.10,0.521
64348,197.84711464,-43.36850529,5.24,14.76,-114.50,-19.66,1.049
64390,197.96408969,-69.94201974,5.92,22.67,35.02,1.26,0.415
64394,197.97051117,27.87603769,4.23,109.23,-801.94,882.70,0.572
64408,198.01444495,-37.80313606,4.85,48.83,-382.44,47.01,0.693
64407,198.01451923,-16.19790340,5.04,30.72,96.17,-287.23,0.460
64425,198.07345539,-59.92053651,4.58,9.42,-28.54,-17.46,-0.073
64445,198.13729799,11.55617035,5.76,4.02,-50.68,-30.57,1.499
64466,198.20319288,-66.22676607,5.91,11.45,25.31,7.85,0.048
64515,198.34742745,-50.69978590,5.90,9.92,-33.58,-17.68,-0.011
64540,198.42908954,40.15284766,4.94,6.24,-52.19,15.50,1.061
64577,198.54570701,-19.93133468,5.31,25.89,-120.23,159.67,0.862
64580,198.55062387,-58.68390821,5.91,9.49,-55.30,-11.67,1.084
64583,198.56428372,-59.10285946,4.90,55.49,-249.62,-154.60,0.489
64587,198.57231883,-78.44744492,5.84,1.75,-8.41,-3.72,1.040
64607,198.63017874,11.33178469,5.64,6.43,68.52,-52.81,1.514
64623,198.68067991,-48.95680509,5.84,12.58,-108.72,-89.45,1.061
64661,198.81249082,-67.89456330,4.79,8.04,-36.92,-10.63,-0.078
64692,198.88352117,40.85517240,5.77,13.32,-120.26,11.09,0.198
64725,198.99409266,-19.94282246,5.21,25.68,304.74,-115.41,1.011
64792,199.19463902,9.42369300,5.19,55.71,-334.51,190.70,0.585
64803,199.22129667,-31.50607670,5.10,13.21,34.60,-49.27,0.959
64820,199.30431246,-66.78342263,4.86,2.75,-15.27,-6.34,1.480
64822,199.30801256,-43.97944198,5.82,17.12,-4.03,-15.47,0.187
64823,199.31509739,13.67564684,5.33,10.94,8.09,42.94,1.304
64844,199.38598801,40.57256275,4.72,11.39,-125.67,18.45,0.306
64852,199.40119538,5.46984502,4.78,6.03,-7.16,10.00,1.638
64906,199.56058516,49.68201519,5.14,11.85,-33.34,19.42,-0.049
64924,199.60405000,-18.30861062,4.74,117.30,-1069.90,-1063.78,0.709
64927,199.61544766,34.09829261,5.81,6.47,29.23,4.55,1.366
64962,199.73022240,-23.17141246,2.99,24.69,68.41,-41.09,0.920
65072,200.07914877,40.15055594,5.60,4.98,-57.97,-3.29,1.204
65109,200.15027321,-36.71208109,2.75,55.64,-340.76,-87.98,0.068
65112,200.15772684,-52.74778497,5.47,8.24,-30.71,-16.46,-0.125
65144,200.24067905,-46.88005836,5.76,8.64,-74.13,20.84,1.106
65198,200.42366137,2.08737060,5.69,15.32,-61.27,-52.40,0.045
65241,200.54054052,5.15485074,5.89,15.70,-69.02,-35.55,0.109
65247,200.56787422,-52.18295165,5.81,0.63,-4.47,-1.95,0.072
65271,200.65824899,-60.98835608,4.52,9.20,-35.50,-15.19,-0.141
65301,200.75477211,-17.73520402,5.36,10.20,-50.08,-28.67,0.987
65323,200.82877172,-4.92438824,5.88,2.81,-19.50,-16.10,1.431
65378,200.98091604,54.92541525,2.23,41.73,121.23,-22.01,0.057
65387,201.00184737,-64.53561699,4.52,12.69,29.10,-20.96,0.822
65420,201.13806845,-5.16392212,5.76,33.23,157.73,-36.24,0.415
65466,201.27785348,23.85443816,5.75,12.82,-9.95,-8.06,0.090
65468,201.28066834,-74.88749735,5.04,14.51,-108.28,-132.08,1.110
65474,201.29835230,-11.16124491,0.98,12.44,-42.50,-31.73,-0.235
65477,201.30589832,54.98799884,3.99,40.19,120.35,-16.94,0.169
65479,201.30889897,-64.48509219,5.32,25.45,-154.30,-21.43,0.411
65522,201.45999506,-70.62725069,5.65,7.03,-55.50,1.05,-0.018
65535,201.53182918,-39.75496493,5.11,15.73,168.31,-58.60,1.181
65536,201.53343022,72.39149824,5.82,3.23,22.62,-9.19,1.652
65545,201.54783683,-1.19248368,5.97,13.30,-114.57,5.20,0.183
65550,201.56907049,46.02810370,5.88,9.13,30.17,-19.98,0.985
65581,201.68018558,-12.70761258,5.27,6.46,-128.56,-21.22,1.477
65593,201.73384964,-41.49756484,5.69,1.62,-9.71,1.10,1.477
65595,201.73841524,78.64379561,5.74,11.15,-140.35,30.28,0.769
65639,201.86349201,-15.97363075,4.76,12.63,-122.13,21.61,1.096
65721,202.10812668,13.78018777,4.97,55.22,-234.81,-576.19,0.714
65728,202.11324210,59.94570301,5.40,13.79,-78.04,34.47,-0.010
65790,202.30431766,10.81839609,5.65,11.99,-60.34,-35.52,1.052
65810,202.35523124,-51.16511504,5.04,6.47,-1.50,-7.79,0.059
65936,202.76111861,-39.40727983,3.90,2.60,-15.65,-11.25,1.186
66006,202.99144179,-6.25571065,4.68,7.55,-103.80,-43.40,1.606
66065,203.14984195,-28.69271440,5.69,15.25,-95.64,-22.18,0.037
66091,203.21536872,-15.36301232,5.52,4.94,-77.23,0.27,1.228
66098,203.24204653,-10.16490767,5.21,12.36,-30.72,-37.96,0.964
66198,203.53052101,55.34844976,5.60,11.77,-18.71,-6.64,-0.014
66200,203.53293870,3.65902506,4.92,17.79,43.89,-24.03,0.029
66234,203.61405606,49.01590606,4.68,17.12,-128.28,27.39,0.132
66247,203.66866043,-13.21430591,5.92,6.43,-47.98,-7.32,0.020
66249,203.67397800,-0.59593821,3.38,44.55,-278.89,48.56,0.114
66257,203.69894294,37.18243871,4.91,22.46,84.70,-9.81,0.404
66320,203.88036281,-5.39639184,5.70,8.80,15.54,82.55,0.950
66400,204.20212206,-26.49523551,5.73,8.44,-92.70,15.43,0.220
66417,204.24624858,24.61330297,5.72,6.45,-25.95,-2.26,1.593
66427,204.27521642,-44.14316883,5.96,8.66,-51.05,-14.27,0.936
66435,204.29605970,71.24226650,5.50,8.14,-36.28,-6.02,1.219
66438,204.30083723,-61.69157197,5.63,28.18,149.75,-116.81,0.493
66454,204.34790583,-46.42784035,5.91,8.37,-28.19,-15.97,-0.110
66458,204.36540378,36.29484073,4.82,17.01,-94.78,23.63,0.239
66563,204.67552479,-29.56067984,5.81,20.42,-86.56,-77.17,0.431
66634,204.87741499,52.92107136,5.46,19.27,-136.05,56.38,0.113
66640,204.89451792,10.74630126,5.57,18.68,-113.44,-13.38,0.348
66656,204.95244077,-40.05157491,5.61,6.25,-47.42,-54.98,1.301
66657,204.97196962,-53.46636269,2.29,8.68,-14.60,-12.79,-0.171
66666,204.99957281,-49.95000116,5.74,6.00,-99.40,18.73,1.496
66681,205.04500863,-64.57655426,5.79,14.44,-69.60,0.46,0.401
66727,205.16874236,19.95566300,5.73,10.77,-46.46,23.23,0.017
66738,205.18455213,54.68166149,4.63,5.94,-19.14,-11.37,1.630
66753,205.23406365,-85.78599228,5.56,12.71,-87.65,-21.03,0.183
66763,205.25982195,22.49583157,5.63,10.13,-15.28,-26.28,1.009
66798,205.37423739,64.82243969,5.85,14.74,55.02,-11.71,0.073
66803,205.40346122,-8.70308218,5.03,7.13,-91.65,40.28,1.623
66821,205.43672827,-54.55936543,4.99,12.05,-43.65,-24.58,-0.055
66849,205.50467442,-58.78704974,5.38,5.04,-30.71,-11.70,-0.029
66878,205.59559926,82.75251097,5.92,8.96,32.67,-42.51,0.993
66903,205.66409991,78.06432575,5.91,10.24,-64.25,45.78,1.000
66907,205.68092115,34.98899453,5.98,6.71,13.01,11.00,0.857
66924,205.72942795,-41.40095140,5.96,9.25,-51.69,-37.81,1.019
66936,205.76618427,3.53807968,5.35,15.01,-294.22,-72.88,1.091
66984,205.91706644,-42.06751103,5.96,2.05,-13.49,-4.31,-0.075
67057,206.12424684,-16.17905873,5.55,4.18,12.62,-5.63,0.805
67143,206.40390701,-26.11598461,5.81,11.35,-71.63,-10.23,0.023
67153,206.42319432,-33.04336606,4.23,51.91,-461.85,-146.17,0.390
67172,206.48471128,-12.42654721,5.50,8.60,-19.18,8.00,0.898
67194,206.55680620,41.08884885,5.88,19.48,-113.84,-42.28,0.211
67210,206.57957701,38.50365610,5.92,8.08,-48.88,-12.56,0.948
67231,206.64864720,54.43269033,5.68,11.58,-19.19,-4.51,-0.039
67234,206.66403516,-51.43269771,4.64,12.68,10.33,-27.98,0.955
67239,206.68056228,25.70238073,5.97,11.97,-18.34,-59.46,0.523
67244,206.73483886,-36.25190473,5.15,7.61,-13.28,-11.50,-0.007
67250,206.74947851,38.54274988,5.51,10.74,-134.18,-21.69,1.036
67275,206.81681937,17.45677436,4.50,64.12,-480.33,54.18,0.508
67288,206.85564413,-17.85976354,5.41,5.13,60.79,-31.04,1.623
67292,206.86493683,-50.24932136,5.92,16.64,58.93,12.64,0.279
67301,206.88560880,49.31330288,1.85,32.39,-121.23,-15.56,-0.099
67304,206.91112414,-50.32066712,5.46,7.18,-141.24,-6.28,1.351
67384,207.16141241,31.19011458,5.61,10.49,-4.49,37.76,1.032
67457,207.36146356,-34.45063035,4.19,18.39,-42.59,-59.87,1.520
67459,207.36957439,15.79780583,4.05,13.29,-93.64,40.76,1.520
67464,207.37623920,-41.68765971,3.41,6.87,-26.01,-20.38,-0.225
67472,207.40419934,-42.47368506,3.47,6.19,-23.85,-19.22,-0.170
67480,207.42841642,21.26406422,4.92,8.86,21.09,17.00,1.432
67485,207.43928514,61.48954562,5.97,8.26,62.67,-95.69,0.974
67494,207.46810200,-18.13407618,4.96,13.48,-99.34,-37.71,1.059
67605,207.78836921,34.66453000,5.89,4.82,10.00,-53.78,1.635
67627,207.85807331,64.72328281,4.58,8.33,1.45,-4.55,1.572
67663,207.94679307,-46.89863029,5.77,2.78,-15.69,-14.83,-0.153
67664,207.94759834,-69.40124669,5.73,4.00,3.94,-4.78,1.704
67665,207.94787312,34.44431774,4.76,5.40,-20.49,-31.82,1.611
67669,207.95677175,-32.99401625,4.32,10.96,-35.74,-30.14,-0.146
67703,208.02041654,-52.81146355,5.26,8.99,-39.41,-27.33,-0.084
67782,208.29317893,28.64806212,5.91,15.46,-121.46,28.52,0.202
67786,208.30228458,-31.92758624,4.75,4.87,-13.53,-10.74,-0.111
67787,208.30396336,17.93285548,5.71,4.77,-33.54,5.25,0.845
67819,208.38675080,-35.66419416,5.53,19.97,-82.39,-22.28,0.444
67836,208.42962680,-53.37328052,5.87,2.71,-15.97,-17.43,0.009
67848,208.46267613,53.72869210,5.70,7.35,-28.60,-6.22,-0.032
67861,208.48852887,-47.12815361,5.83,0.00,-7.89,-4.30,-0.053
67927,208.67131750,18.39858742,2.68,88.17,-60.95,-358.10,0.580
67929,208.67581845,-1.50307142,5.16,12.84,-85.06,-21.93,1.093
67942,208.70473728,-67.65206440,5.74,2.57,-16.82,-14.59,1.490
67973,208.80070669,-52.16076937,5.66,9.54,-29.45,-21.61,-0.072
68002,208.88514539,-47.28826634,2.55,8.48,-57.14,-44.75,-0.176
68009,208.91245413,-82.66613365,5.95,3.74,-25.06,-23.27,1.411
68079,209.08288902,-46.59272882,5.82,11.48,-138.60,-90.31,1.140
68092,209.11622242,1.05054828,5.90,9.66,-28.09,13.65,0.217
68103,209.14234407,27.49219844,5.02,5.03,28.19,-47.76,1.441
68191,209.41223681,-63.68661603,4.71,15.61,-40.45,-32.83,1.075
68245,209.56785278,-42.10070526,3.83,7.01,-23.68,-19.82,-0.224
68269,209.62990869,-24.97217754,5.20,9.61,-49.92,-29.29,-0.086
68276,209.66220328,21.69632104,5.76,6.79,-9.52,-42.08,-0.002
68282,209.66988070,-44.80353140,3.87,7.81,-27.97,-21.69,-0.208
68333,209.82273625,-50.36960607,5.92,9.72,28.47,-16.71,0.957
68390,210.00102545,-25.01017978,5.77,17.43,-194.14,-91.78,0.480
68455,210.21922701,-66.26885149,5.96,13.01,-116.10,-24.20,0.352
68498,210.33504074,8.89490924,5.98,11.33,32.96,-1.19,0.089
68520,210.41159648,1.54458338,4.23,14.94,17.41,-21.20,0.121
68523,210.43121648,-45.60336989,4.34,7.28,3.89,-20.94,0.598
68581,210.59501153,-27.42976294,5.47,7.51,-32.38,-4.12,1.331
68670,210.86072926,-56.21338128,5.93,6.15,-66.41,-21.61,1.207
68702,210.95601898,-60.37297840,0.61,6.21,-33.96,-25.06,-0.231
68756,211.09760837,64.37580873,3.67,10.56,-56.52,17.19,-0.049
68815,211.33375541,-76.79667632,5.69,9.93,-87.41,-31.23,1.239
68862,211.51160840,-41.17958035,4.36,7.31,-24.42,-21.63,-0.198
68895,211.59278733,-26.68201883,3.25,32.17,43.05,-140.82,1.091
68933,211.67218608,-36.36869575,2.06,53.52,-519.29,-517.87,1.011
68940,211.67877719,-9.31352509,5.46,18.22,-140.62,4.05,0.347
69038,211.98227724,43.85452480,5.13,7.01,11.73,-29.76,1.493
69068,212.07231683,49.45802060,5.26,5.86,-59.54,60.28,1.637
69112,212.21253759,77.54743312,4.80,6.52,-30.36,33.39,1.368
69174,212.39609336,-51.50464539,5.96,5.95,-32.69,-10.97,-0.053
69191,212.47898599,-53.43872584,4.74,17.93,-144.17,-90.54,0.938
69226,212.59978522,25.09182293,4.82,27.27,-23.02,-60.07,0.541
69269,212.71034788,-16.30200362,4.93,6.02,3.82,-10.87,1.684
69373,213.01688963,69.43266873,5.18,7.32,-26.12,-49.53,1.595
69389,213.06596003,2.40949613,4.99,12.45,-44.67,-26.10,-0.118
69415,213.19180466,-27.26110002,5.07,14.22,-13.44,-35.52,1.130
69427,213.22392088,-10.27404400,4.18,14.59,8.04,140.79,1.323
69462,213.31841949,-53.66565135,5.53,1.25,-12.66,-9.52,1.438
69483,213.37062458,51.78999066,4.53,21.03,61.39,-10.57,0.233
69493,213.41945412,-0.84512445,5.89,17.94,207.42,-139.09,0.489
