HIP,RAICRS,DEICRS,Vmag,Plx,pmRA,pmDE,BV
69536,213.52221581,12.95957667,5.53,30.06,-254.02,-54.60,0.537
69598,213.67817566,-41.83744813,5.61,7.26,-129.08,-19.27,0.929
69612,213.71192715,10.10100970,5.29,12.79,-22.50,-164.31,1.007
69618,213.73818295,-57.08607539,5.03,6.71,-23.97,-20.97,-0.074
69658,213.85047098,-18.20066197,5.53,12.49,-45.46,-11.45,0.001
69673,213.91811403,19.18726997,-0.05,88.85,-1093.45,-1999.40,1.239
69701,214.00368717,-5.99952622,4.07,46.74,-25.84,-419.84,0.511
69713,214.04195627,51.36701398,4.75,33.54,-149.98,89.42,0.236
69732,214.09656821,46.08791894,4.18,33.58,-187.42,159.01,0.087
69763,214.16135836,-66.58788092,5.72,1.42,-7.14,-5.24,-0.095
69829,214.36851090,15.26336094,5.84,3.22,15.33,7.73,1.678
69879,214.49923373,35.50947085,4.80,14.63,4.92,14.18,1.057
69896,214.55821047,-81.00760147,4.89,23.36,-19.95,-65.39,0.243
69929,214.65956766,-18.71588164,5.86,11.08,-65.60,-35.37,0.013
69965,214.75469177,-25.81631724,5.87,56.23,-356.39,366.76,0.518
69974,214.77750771,-13.37116634,4.52,17.47,-17.12,29.39,0.128
69989,214.81757038,13.00437724,5.41,38.33,105.91,-32.22,0.385
69995,214.84964562,-37.00280675,5.93,14.60,-48.77,-41.11,0.082
69996,214.85096972,-46.05808391,3.55,9.27,-12.81,-3.79,-0.184
70012,214.88562263,-2.26534352,5.14,11.90,-119.29,-71.87,1.023
70027,214.93883677,16.30680118,4.84,17.12,-140.91,60.31,1.228
70035,214.96543244,-61.27275714,5.22,20.69,-165.01,-88.32,0.281
70054,215.04045606,-43.05886202,5.55,8.49,-8.95,7.66,0.907
70069,215.08146975,-56.38647906,4.30,2.75,-9.29,-7.57,0.082
70090,215.13949709,-37.88526711,4.05,13.19,-64.50,-11.39,-0.030
70104,215.17729569,-45.18688140,4.78,21.95,37.17,-73.61,0.310
70243,215.58223947,-34.78679152,5.57,2.65,-26.28,-0.33,-0.088
70248,215.59665420,-80.10891100,5.06,5.92,-10.89,-14.13,-0.108
70264,215.65467485,-58.45915834,4.76,11.56,-47.03,17.03,0.795
70300,215.75940538,-39.51176599,4.41,7.79,-24.32,-21.81,-0.185
70306,215.77461567,-27.75373395,4.78,18.67,-201.57,-116.63,1.300
70327,215.84475026,8.44664037,4.86,15.17,-75.28,-9.56,0.010
70363,215.95265857,-53.17620992,5.99,9.36,-58.08,-9.46,1.099
70384,216.00366765,8.24400431,5.94,8.49,-6.18,-14.32,0.066
70400,216.04745973,5.82011481,5.10,21.56,-77.91,6.49,0.124
70469,216.20275252,-24.80626639,5.34,8.16,-53.40,-18.14,0.962
70492,216.27641298,-68.19532385,5.56,0.93,-7.96,-3.80,0.435
70497,216.30008064,51.85171354,4.04,68.63,-236.06,-399.07,0.497
70574,216.53431272,-45.22138996,4.56,3.15,-13.51,-14.02,-0.147
70576,216.54500648,-45.37926095,4.33,10.38,13.55,-6.35,0.434
70602,216.61420112,19.22683490,5.40,11.38,-71.00,26.70,0.231
70638,216.73225313,-83.66785308,4.31,11.70,-95.79,-12.91,1.300
70657,216.77963835,-65.82161161,5.87,3.54,-18.48,-14.36,1.502
70663,216.80124777,-46.13406420,5.83,17.16,-152.52,-78.14,0.311
70692,216.88134383,75.69593921,4.25,9.46,8.71,22.09,1.431
70753,217.04351389,-29.49157976,4.97,7.85,-24.87,-23.81,-0.074
70755,217.05091806,-2.22795009,4.81,24.15,-140.94,-2.92,0.693
70791,217.15870008,49.84496418,5.58,10.59,-304.53,-46.36,0.864
70794,217.17387790,-6.90041401,5.42,6.81,-14.02,-50.30,1.490
70894,217.46045655,0.82891135,5.96,13.10,15.70,7.26,0.159
70915,217.53608389,-45.32128792,5.51,6.84,-37.72,-27.81,-0.087
70931,217.58746947,-49.51892657,5.38,14.66,-50.66,-37.65,0.056
70987,217.79515011,-38.86977705,5.99,9.43,5.50,28.23,1.060
71002,217.81827528,-67.71705401,5.84,11.88,36.16,-58.80,1.006
71053,217.95774098,30.37114497,3.57,21.92,-100.44,120.22,1.298
71075,218.01982421,38.30788348,3.04,38.29,-115.55,151.87,0.191
71111,218.12887396,55.39804570,5.74,5.33,5.68,-14.75,1.529
71115,218.13592482,22.25996072,5.91,19.44,-126.48,40.38,0.391
71121,218.15451447,-50.45712132,4.44,5.68,-29.55,-14.85,-0.177
71182,218.37487581,-52.67948076,5.86,9.56,-2.78,-17.07,1.085
71184,218.38529489,-54.99861560,5.86,11.42,-93.43,-4.98,0.482
71280,218.66525670,49.36823171,5.74,4.17,-45.83,50.41,1.560
71284,218.66954381,29.74480735,4.47,64.66,188.32,132.72,0.364
71352,218.87688163,-42.15774562,2.33,10.57,-35.31,-32.44,-0.157
71353,218.88124123,-41.51738017,5.88,9.10,-21.56,-23.19,-0.085
71419,219.07940330,-46.24549130,5.55,5.12,-31.17,16.46,1.489
71453,219.18396076,-40.21152639,5.74,7.78,-22.67,-22.05,-0.112
71500,219.33402084,-46.13341306,5.39,2.44,-14.24,-10.70,0.927
71536,219.47187965,-49.42575765,4.05,10.51,-27.78,-29.05,-0.152
71568,219.55279962,43.64205288,5.74,2.85,-102.95,31.79,1.481
71571,219.55835502,18.29853624,5.90,8.88,-29.10,-64.51,1.099
71573,219.56335468,54.02338576,5.83,7.61,17.54,-19.04,0.007
71618,219.70950726,44.40454503,5.39,16.56,-68.43,-18.43,0.030
71681,219.91412833,-60.83947139,1.35,742.12,-3600.35,952.11,0.900
71683,219.92041034,-60.83514707,-0.01,742.12,-3678.19,481.84,0.710
71759,220.17650164,13.53436103,5.93,18.83,53.76,-14.71,0.238
71762,220.18150404,16.41830130,4.49,10.28,9.64,9.46,-0.002
71783,220.25588965,-36.13484330,5.67,5.54,-31.58,-6.17,-0.081
71795,220.28716819,13.72833113,3.78,18.07,52.36,-12.71,0.044
71832,220.41148550,8.16175611,4.86,5.66,-10.21,3.25,0.992
71837,220.43173137,11.66093526,5.55,8.46,-159.52,-112.25,0.941
71860,220.48239101,-47.38814127,2.30,5.95,-21.15,-24.22,-0.154
71865,220.49005323,-37.79342394,4.01,10.69,-29.56,-30.68,-0.157
71908,220.62785433,-64.97456957,3.18,60.97,-192.64,-234.07,0.256
71957,220.76484284,-5.65742910,3.87,53.54,104.23,-319.90,0.385
71974,220.80652349,-24.99773099,5.70,7.97,-21.77,-9.12,0.006
71995,220.85571623,26.52789077,4.80,3.67,-13.29,-16.68,1.672
72010,220.91451458,-35.17322549,4.06,15.89,-60.93,-176.82,1.356
72012,220.93518566,40.45920338,5.72,4.11,-13.40,20.79,1.398
72104,221.24664628,-35.19182069,4.92,15.76,10.04,-2.03,0.013
72105,221.24687869,27.07417383,2.35,15.55,-50.65,20.00,0.966
72125,221.31040511,16.96440296,4.60,14.48,-60.87,-50.69,0.972
72131,221.32186138,-62.87545275,5.36,21.75,70.24,-80.34,0.308
72154,221.37595224,0.71729003,5.68,5.31,-39.85,-7.92,-0.021
72197,221.50074084,-25.44291557,5.15,32.86,-151.50,-109.07,0.315
72208,221.52498866,15.13174102,5.78,3.59,-85.07,19.27,1.335
72210,221.52813497,-23.15286204,5.80,8.91,25.85,-64.04,0.980
72220,221.56246594,1.89293830,3.73,25.35,-116.04,-21.75,-0.005
72250,221.62094963,-47.44107999,5.74,9.59,-39.79,-14.74,0.066
72290,221.75546088,-52.38331777,5.22,12.58,-17.93,-82.32,0.984
72296,221.77107748,-38.29043787,5.90,5.88,52.75,-82.59,1.336
72323,221.84399993,-25.62423321,5.61,5.32,-7.84,-13.85,-0.043
72357,221.93658830,-26.08747990,5.23,9.84,36.88,-8.40,0.938
72370,221.96552567,-79.04471242,3.83,7.93,-5.67,-15.75,1.433
72378,221.98985195,-26.64613329,5.76,7.51,-10.65,-8.83,-0.007
72432,222.15857155,-36.63458507,5.89,7.26,-12.94,-46.04,1.369
72438,222.18567167,-66.59353612,5.91,2.85,-7.49,-11.14,-0.106
72487,222.32781437,46.11639336,5.76,21.34,-7.35,-77.32,0.482
72488,222.32815984,-24.25146951,5.68,2.93,-20.69,-0.43,1.275
72489,222.32954567,-14.14898587,5.32,13.86,-65.89,-14.79,0.066
72524,222.42233956,48.72056284,5.68,14.22,-76.93,99.13,0.501
72552,222.49327659,28.61583341,5.80,11.06,18.80,-0.72,0.046
72567,222.56549508,23.91176538,5.86,55.73,144.73,32.42,0.576
72571,222.57277790,-27.96021925,4.42,10.68,-237.37,-62.37,1.366
72573,222.58178099,82.51248701,5.63,23.08,177.66,-223.33,0.671
72582,222.62417599,37.27181511,5.47,16.31,-212.26,95.24,1.030
72603,222.67193219,-15.99709226,5.15,42.26,-135.93,-59.47,0.401
72607,222.67664751,74.15547596,2.07,25.79,-32.29,11.91,1.465
72622,222.71990536,-16.04161047,2.75,42.25,-105.69,-69.00,0.147
72631,222.75425052,-2.29884995,4.93,15.09,87.63,-123.64,0.988
72659,222.84701756,19.10063329,4.54,149.26,152.81,-71.28,0.720
72664,222.86072795,59.29365246,5.48,7.38,-120.89,136.99,1.369
72683,222.90968050,-43.57529383,4.32,8.00,-24.79,-26.80,-0.154
72773,223.14695946,-63.80981741,5.91,3.22,-10.05,-4.11,0.660
72800,223.21287023,-37.80311642,5.02,8.49,-20.60,-17.96,-0.155
72833,223.30640336,-73.19015457,5.59,10.19,18.33,34.31,0.820
72929,223.58390100,-24.64213517,5.27,8.48,-11.02,-27.51,1.336
72934,223.59544161,-11.89833043,5.78,8.94,-55.68,-7.09,0.982
72959,223.65800270,-33.30056091,5.85,4.07,-8.58,-5.75,1.429
73036,223.89461516,-60.11389133,5.18,18.87,-125.69,-112.25,1.161
73049,223.93622772,-33.85578004,5.32,13.20,19.18,-2.03,0.046
73087,224.05515840,14.44626586,5.90,5.96,-12.78,-0.08,-0.031
73095,224.07177099,-52.80956707,5.38,15.08,27.59,7.90,0.142
73100,224.09558479,49.62899937,5.63,40.25,110.79,-226.45,0.533
73111,224.13366538,-47.87914321,5.62,5.21,-29.91,-22.46,-0.035
73129,224.18334308,-62.78098762,5.08,3.91,-12.41,-11.78,-0.023
73133,224.19211288,-11.40972790,5.48,6.06,7.93,11.21,1.491
73165,224.29606996,-4.34608634,4.47,35.83,-97.83,-154.56,0.318
73166,224.29866769,16.38813986,5.72,5.28,-4.08,-4.98,0.951
73184,224.36396501,-21.41128090,5.72,169.32,1034.18,-1725.60,1.024
73193,224.38840115,-0.16754803,5.51,11.06,59.91,-26.20,1.131
73199,224.39632979,65.93238126,4.63,8.20,-78.26,32.48,1.590
73223,224.47148916,-76.66261622,5.37,7.62,-68.58,-16.14,1.442
73273,224.63314193,-43.13386699,2.68,6.23,-34.06,-38.30,-0.184
73284,224.66369181,-27.65729301,5.65,9.32,-47.62,-8.60,0.262
73310,224.72351684,-11.14386422,5.88,10.32,-106.68,-61.53,1.274
73334,224.79041254,-42.10414199,3.13,6.05,-17.76,-21.33,-0.208
73350,224.84631129,4.56777277,5.91,4.50,1.17,-4.75,1.615
73369,224.90404577,39.26523166,5.64,19.83,-31.53,41.85,0.336
73415,225.04724166,-77.16052523,5.92,3.72,-13.33,-10.26,1.052
73473,225.24328191,-8.51893488,4.91,10.72,-66.20,-3.40,0.000
73493,225.30447474,-38.05831465,5.88,8.43,30.42,-34.37,1.246
73497,225.33254143,-2.75487208,5.52,5.78,28.68,-22.40,1.692
73507,225.36295558,60.20442421,5.91,9.98,-13.04,11.94,0.107
73536,225.45381414,-0.14025867,5.71,3.19,6.45,-15.03,1.509
73540,225.46126796,-83.22777573,5.65,8.39,18.65,53.30,0.962
73555,225.48663804,40.39063671,3.49,14.91,-40.20,-29.22,0.956
73566,225.52657921,-28.06052808,5.83,10.04,84.22,-34.14,0.164
73568,225.52713391,25.00825646,4.80,9.07,-5.88,-48.60,1.506
73620,225.72529160,2.09127129,4.39,17.78,-55.93,12.94,1.026
73624,225.74704341,-32.64324605,5.45,9.32,-21.05,-19.66,-0.127
73634,225.77534828,35.20577288,5.52,11.85,-39.95,9.30,1.023
73695,225.94867417,47.65401409,4.83,78.39,-436.24,18.94,0.647
73714,226.01775793,-25.28185602,3.25,11.17,-71.85,-44.69,1.674
73745,226.11190457,26.94765981,4.52,13.04,-176.31,-4.52,1.240
73771,226.19567959,-83.03826851,5.65,1.88,-8.65,-17.65,1.273
73776,226.20020549,-64.03137307,5.16,12.20,102.92,9.47,0.935
73807,226.27960699,-47.05119386,3.91,6.56,-23.39,-21.11,-0.144
73826,226.32978505,-41.06723379,5.13,8.88,22.64,-0.84,1.011
73841,226.35788174,48.15090031,5.59,12.55,-65.26,29.71,-0.005
73909,226.56945460,54.55628697,5.24,12.53,47.07,12.81,0.958
73937,226.63838694,-30.91841299,5.97,10.44,-23.00,-28.66,-0.076
73945,226.65674312,-16.25676124,5.19,4.26,-36.41,-23.28,1.589
73996,226.82477948,24.86959294,4.93,50.70,184.81,-163.51,0.429
74006,226.85805467,-49.08863539,5.77,9.35,22.29,9.50,0.920
74066,227.05061050,-40.58385604,5.75,7.90,-28.59,-30.38,-0.113
74087,227.09908475,26.30118271,5.67,7.77,1.14,-12.41,1.240
74096,227.14818718,25.10863675,5.82,6.39,-1.91,-0.69,1.233
74100,227.16338993,-42.86786973,5.85,7.34,-20.52,-21.29,-0.123
74117,227.21095653,-45.27979406,4.07,8.02,-17.32,-26.11,-0.162
74184,227.37466411,-67.08412683,5.76,0.54,-3.94,-2.59,0.675
74224,227.53059680,-38.79246057,5.98,6.98,-24.53,-20.85,0.867
74239,227.57771621,-26.33260080,5.75,7.25,-32.15,-8.39,1.045
74296,227.78664063,-84.78782184,5.88,10.24,3.22,4.03,-0.031
74305,227.81660117,-55.34601439,5.45,1.61,-3.82,-7.41,1.118
74376,227.98400434,-48.73770212,3.88,17.89,-96.52,-47.97,-0.029
74380,227.99068761,-48.74357642,5.70,16.89,-98.31,-45.39,0.144
74386,228.01780223,18.97600352,5.90,3.93,-16.41,11.38,1.414
74392,228.05546736,-19.79163143,4.54,8.66,-35.59,-32.55,-0.071
74395,228.07167982,-52.09907465,3.41,28.06,-113.94,-71.00,0.918
74449,228.20668641,-44.50035965,4.83,7.18,-20.49,-22.20,-0.177
74539,228.47217392,-26.19355939,5.84,3.55,-14.01,-4.17,1.139
74561,228.52506116,31.78791816,5.98,5.57,42.18,-30.19,1.552
74582,228.57986595,-70.07945566,5.75,2.18,4.39,-8.24,3.271
74596,228.62168817,29.16422593,5.28,14.40,-69.99,28.32,0.062
74604,228.65552450,-31.51912564,4.91,2.86,-9.72,1.83,0.374
74605,228.65834777,67.34767598,5.15,39.51,221.51,-392.30,0.550
74649,228.79736045,4.93935226,5.32,6.98,-23.06,3.91,1.092
74666,228.87543241,33.31510222,3.46,27.94,84.84,-110.57,0.961
74689,228.95474940,0.37210753,5.62,20.20,-107.26,12.83,0.181
74696,228.97358944,-48.07364079,5.96,19.32,5.08,-8.39,0.210
74707,229.01679847,-41.49114318,5.15,2.54,-10.38,-4.87,0.564
74732,229.09596946,-22.39942083,5.52,6.52,-33.86,1.83,1.357
74750,229.15289366,-60.90398660,5.74,1.70,-1.55,-4.09,-0.057
74778,229.23707633,-60.95724479,5.04,0.51,-2.02,-4.08,-0.077
74785,229.25196591,-9.38286694,2.61,20.38,-96.39,-20.76,-0.071
74793,229.27450664,71.82387844,5.02,8.37,3.73,9.37,1.369
74824,229.37900090,-58.80087882,4.07,33.75,-98.39,-135.46,0.088
74837,229.41203255,-63.61048662,4.85,8.74,2.12,8.66,1.260
74857,229.45768699,-30.14866233,4.35,10.59,-8.71,-4.47,1.100
74896,229.60214092,20.57280967,5.68,11.23,-14.57,-13.13,0.972
74901,229.60888718,-0.46123725,5.88,3.33,-11.60,1.28,1.507
74911,229.63353586,-47.87519201,4.27,11.22,-31.74,-32.82,-0.086
74941,229.70477850,-60.49632329,5.43,0.02,-3.17,-4.57,-0.089
74946,229.72787007,-68.67946723,2.87,17.85,-66.48,-32.00,0.014
74950,229.73495651,-40.78816875,5.59,6.34,-19.36,-21.78,-0.099
74975,229.82741626,1.76665611,5.04,40.46,373.24,-513.64,0.540
75043,230.02142169,51.95848756,5.65,15.32,10.88,11.28,0.122
75049,230.03599149,29.61631109,5.51,11.90,-118.74,-42.02,1.015
75097,230.18228840,71.83397308,3.00,6.79,-18.03,17.68,0.058
75119,230.25842001,0.71558981,5.35,13.38,-42.48,-104.14,1.191
75127,230.28183604,-5.82482695,5.54,12.14,-51.92,-10.86,1.047
75141,230.34306833,-40.64745946,3.22,6.39,-19.11,-24.05,-0.227
75177,230.45181856,-36.26116729,3.57,9.99,-91.85,-86.03,1.534
75178,230.45253799,32.93366086,5.38,13.20,-48.83,13.91,-0.051
75181,230.45655596,-48.31695913,5.65,68.70,-1622.71,-275.10,0.639
75206,230.53497528,-47.92746963,4.99,29.27,-141.44,-132.58,0.515
75256,230.65519206,62.04716944,5.99,7.07,9.30,-38.47,-0.033
75257,230.65570869,39.58149619,5.56,1.23,2.21,-13.77,1.626
75260,230.66014565,63.34166375,5.72,8.59,-15.15,-92.40,1.315
75264,230.67036465,-44.68957314,3.37,6.47,-20.25,-20.13,-0.191
75304,230.78901374,-36.85843627,4.54,5.38,-18.05,-21.53,-0.155
75308,230.79417262,-60.65710865,5.65,24.00,-81.96,-27.74,0.489
75312,230.80094284,30.28824114,4.99,53.70,125.77,-176.48,0.577
75323,230.84440733,-59.32069839,4.48,6.40,-10.29,-36.57,0.169
75352,230.96775654,-12.36941286,5.72,5.41,-37.69,-36.45,1.039
75379,231.04970889,-10.32189476,4.92,30.90,-68.52,-152.65,0.453
75411,231.12306762,37.37696091,4.31,26.96,-147.68,84.69,0.309
75439,231.18761813,-39.71013154,5.36,8.48,-25.25,-56.38,-0.093
75458,231.23243370,58.96602354,3.29,31.92,-8.27,17.30,1.166
75501,231.33438516,-38.73358810,4.60,8.72,-46.05,-13.35,0.000
75530,231.44752151,15.42805438,5.16,3.55,-14.02,-7.51,1.650
75565,231.56053440,-68.30918936,5.89,9.75,123.08,9.26,1.000
75572,231.57277020,34.33584960,5.46,6.66,-114.43,60.34,1.410
75647,231.82560314,-36.76750151,5.46,7.79,-21.21,-24.02,-0.150
75665,231.88792069,-64.53145700,5.71,4.80,-12.91,-19.25,1.646
75695,231.95771631,29.10549164,3.66,28.60,-181.39,86.84,0.319
75696,231.96434672,60.67022438,5.90,5.48,-16.90,-3.14,1.441
75730,232.06415852,-16.71640310,5.64,3.59,16.66,-33.36,1.545
75761,232.15952692,1.84216258,5.15,26.68,-84.56,-33.48,0.245
75828,232.35115072,-46.73269070,5.26,3.68,-8.29,-5.56,1.731
75944,232.66828146,-16.60945806,5.82,5.78,23.95,-2.61,1.056
75973,232.73229511,40.83306815,5.04,3.74,11.02,-8.81,1.589
75974,232.73297739,64.20850517,5.74,10.24,-111.90,77.48,0.976
76008,232.85439245,77.34933897,5.00,3.92,-46.89,5.31,1.545
76013,232.87841929,-73.38954647,5.40,3.20,0.38,-18.28,-0.146
76041,232.94580142,40.89936876,4.98,7.59,-13.73,-14.92,0.086
76106,233.15297100,-19.67036366,5.50,14.39,-18.92,-39.51,0.197
76126,233.23011545,-16.85280725,5.53,4.24,-10.66,-15.26,-0.148
76127,233.23248309,31.35915517,4.14,10.49,-19.62,-8.94,-0.127
76133,233.24144948,-1.18629929,5.50,12.06,-17.27,-41.17,1.092
76207,233.50723930,-40.06634857,5.82,1.97,-39.18,-34.50,1.695
76219,233.54383219,-10.06395962,4.61,34.54,305.62,-234.12,1.000
76243,233.61055153,-9.18334968,5.16,9.30,-32.01,-27.31,-0.090
76259,233.65545605,-28.04690734,5.13,8.84,16.72,-31.22,1.306
76267,233.67162293,26.71491041,2.22,43.65,120.38,-89.44,0.032
76276,233.70079260,10.53885916,3.80,15.54,-72.63,3.17,0.268
76297,233.78525156,-41.16669497,2.80,5.75,-16.05,-25.52,-0.216
76307,233.81208385,39.01004619,5.14,5.71,24.61,8.63,1.650
76311,233.81757086,53.92213860,5.97,8.24,-17.96,2.08,1.184
76333,233.88141398,-14.78955365,3.91,21.42,65.67,6.93,1.007
76371,233.97193752,-44.95833688,4.55,7.51,-20.42,-21.48,-0.175
76376,233.98782390,54.63056806,5.77,13.24,-38.19,-0.57,0.051
76397,234.05056891,-44.39668903,5.44,4.95,-45.01,-55.17,1.497
76424,234.12164831,16.11909820,5.93,20.40,71.54,-5.54,0.354
76425,234.12313310,10.01045490,5.26,13.89,46.67,-114.73,0.925
76440,234.17994543,-66.31690469,4.11,15.09,24.51,-54.66,1.161
76470,234.25607748,-28.13507099,3.60,16.76,-13.26,-3.48,1.361
76509,234.38351097,54.50878294,5.85,9.18,-35.17,-20.49,1.098
76519,234.41337239,69.28321732,5.65,3.70,-49.11,52.08,1.371
76532,234.45024464,-23.14151509,5.79,11.97,-31.72,-75.18,1.074
76534,234.45646241,40.35328811,5.25,20.00,60.45,59.57,0.886
76552,234.51384287,-42.56748493,4.34,14.19,-147.60,56.35,1.412
76568,234.56726549,46.79799524,5.76,27.98,97.18,-100.38,0.353
76569,234.56767525,-21.01615303,5.82,11.17,63.82,-71.39,1.077
76594,234.64250158,50.42335207,5.84,8.71,-4.69,-28.20,0.847
76600,234.66410153,-29.77768935,3.66,7.33,-22.10,-26.54,-0.177
76618,234.70626982,-52.37261965,5.43,7.13,-34.13,-30.86,0.005
76628,234.72711374,-19.30170914,5.36,9.60,84.20,-75.23,0.883
76669,234.84451583,36.63582763,4.64,6.89,-15.29,-6.51,-0.103
76705,234.94156188,-34.41189273,4.66,13.32,5.65,-13.70,0.964
76716,234.98619135,-59.90781512,5.95,32.34,-121.90,-215.20,0.505
76742,235.07043893,-23.81805841,4.97,8.55,-15.62,-8.18,1.302
76750,235.08899554,-73.44663458,5.64,4.44,-12.76,-20.73,-0.040
76829,235.29798226,-44.66055926,4.64,57.09,-168.70,-265.69,0.413
76852,235.38788463,19.67050566,4.51,16.97,-59.86,-43.23,0.062
76866,235.44746556,12.84753869,5.34,14.28,39.68,-4.55,0.033
76877,235.47793121,-76.08186451,5.95,8.65,-8.20,-38.98,-0.034
76878,235.47815864,18.46389861,5.80,18.78,-73.00,56.85,0.207
76880,235.48674445,-19.67857446,4.75,8.16,-33.21,-104.33,1.574
76939,235.65980143,-37.42489640,5.23,12.04,-50.36,-16.11,0.987
76945,235.67098805,-34.71033325,4.75,8.24,-23.96,-30.43,-0.151
76952,235.68599269,26.29551419,3.81,22.48,-112.52,50.70,0.020
76957,235.71176316,52.36083046,5.48,10.30,-66.30,29.68,-0.042
76996,235.81708657,-84.46550807,5.57,15.02,137.01,96.74,0.118
77048,235.99716849,32.51582804,5.57,13.11,-28.80,-8.69,1.076
77052,236.00769128,2.51552506,5.86,68.16,-44.96,-144.73,0.684
77055,236.01443312,77.79449901,4.29,8.68,20.07,-2.50,0.038
77060,236.01841829,-15.67267949,5.41,22.21,-34.49,-63.48,0.238
77070,236.06664914,6.42551971,2.63,44.54,134.66,44.14,1.167
77086,236.09453394,-41.81901826,5.93,7.07,-17.70,-28.98,-0.007
77163,236.34778279,5.44732255,5.57,8.49,27.17,-3.19,0.035
77227,236.52354097,-1.80411556,5.39,7.99,-21.84,-31.77,-0.035
77233,236.54672877,15.42192602,3.65,21.31,68.54,-41.31,0.073
77257,236.61144121,7.35323973,4.42,85.08,-225.51,-68.52,0.604
77272,236.64534336,55.47460243,5.94,3.13,-120.14,77.50,1.404
77277,236.66647764,62.59969448,5.19,12.00,40.00,-56.54,0.062
77286,236.68429408,-34.68238898,5.61,8.40,-19.83,-26.63,-0.117
77336,236.82230086,14.11527157,5.71,12.95,-54.99,31.57,0.094
77370,236.90797351,55.37661523,5.85,12.56,12.64,4.82,0.249
77390,236.97123090,-65.44218988,5.54,8.03,-27.98,-41.74,0.231
77412,237.05546553,13.78933425,5.98,7.41,-8.84,-105.44,1.272
77442,237.14340120,28.15677692,5.89,0.54,-2.10,-11.52,0.608
77450,237.18503586,18.14177930,4.09,9.36,-51.78,-88.72,1.616
77464,237.23672761,-3.81852811,5.53,20.34,-29.12,6.18,0.120
77512,237.39874182,26.06854936,4.59,19.71,-79.85,-63.78,0.794
77516,237.40527375,-3.43014112,3.54,20.94,-98.07,-27.41,-0.036
77541,237.48967022,-48.91238226,5.86,16.82,-27.63,-10.43,0.068
77562,237.52962796,-53.20967534,5.78,9.00,-27.60,-39.07,-0.076
77578,237.57303895,2.19662489,5.21,12.40,30.15,-47.62,1.019
77622,237.70371344,4.47757980,3.71,46.39,127.98,61.87,0.147
77634,237.73975730,-33.62710488,3.97,15.86,-5.92,-24.91,-0.045
77635,237.74480683,-25.75123489,4.63,6.25,-13.64,-24.91,-0.072
77645,237.77836547,-55.05552532,5.74,0.89,-2.95,-3.08,0.017
77655,237.80807231,35.65822638,4.79,32.13,-8.07,-347.41,0.996
77660,237.81519764,-3.09042957,5.09,20.47,-92.51,-27.56,0.135
77661,237.81642977,20.97787548,4.74,8.26,-54.70,17.99,1.534
77738,238.06909055,55.82658167,5.81,9.09,-23.82,54.06,0.972
77760,238.16747684,42.44998796,4.60,63.08,438.97,629.52,0.563
77811,238.33358671,-20.16699405,5.04,9.15,-3.61,-19.00,-0.014
77840,238.40303498,-25.32708018,4.59,7.52,-14.42,-25.40,-0.073
77853,238.45615438,-16.72962230,4.13,20.02,100.12,135.27,1.003
77858,238.47467996,-24.53309547,5.38,7.87,-13.51,-25.42,-0.011
77859,238.48280036,-23.97803598,5.41,8.30,-12.88,-24.06,-0.033
77902,238.64443288,20.31086363,5.45,5.42,-83.83,43.04,1.588
77907,238.65782130,43.13840642,5.35,5.21,-33.32,66.12,1.645
77909,238.66474184,-25.24367939,5.87,7.16,-12.29,-25.45,-0.065
77939,238.75154369,-19.38288098,5.95,5.23,-10.63,-18.38,-0.013
77952,238.78670013,-63.42974973,2.83,81.24,-188.45,-401.92,0.315
77982,238.87338903,-68.60298616,5.11,1.09,-8.90,-6.27,1.108
77984,238.87542764,-26.26592073,5.63,7.55,-34.96,-29.93,0.141
77986,238.87754361,42.56615229,5.73,6.77,-23.28,16.79,-0.102
77990,238.88508797,-60.17747419,5.78,19.09,-47.33,-71.19,0.355
78012,238.94818797,37.94676324,5.43,24.12,29.45,80.08,0.352
78045,239.02482214,-60.48230498,5.76,15.15,-36.48,-70.88,0.087
78072,239.11247598,15.66473327,3.85,89.92,311.20,-1282.17,0.478
