ra,dec,z,cap
209.6222,-3.8763,0.09210,NGP
209.5981,-4.1394,0.12050,NGP
209.5863,-2.9096,0.02630,NGP
209.4267,-3.8707,0.07570,NGP
209.3685,-2.9628,0.02660,NGP
209.3584,-4.5312,0.02390,NGP
209.1550,-2.9836,0.14850,NGP
209.1481,-2.9501,0.11850,NGP
209.0290,-2.9672,0.19890,NGP
208.8264,-3.4650,0.05110,NGP
208.8248,-4.6477,0.01430,NGP
208.7980,-3.7604,0.08070,NGP
208.7667,-2.9901,0.19840,NGP
208.5643,-3.6579,0.12040,NGP
208.4840,-3.9055,0.13960,NGP
208.4142,-3.9671,0.07470,NGP
208.2167,-4.4606,0.07580,NGP
218.0902,-3.6934,0.07600,NGP
218.0276,-3.8235,0.14650,NGP
217.9932,-3.0196,0.08280,NGP
217.8862,-4.3748,0.10160,NGP
217.8540,-3.1221,0.14690,NGP
217.7494,-3.4809,0.03380,NGP
217.7332,-4.7786,0.13440,NGP
217.6982,-4.7106,0.13990,NGP
217.6583,-4.7412,0.17160,NGP
217.6195,-4.3985,0.14130,NGP
217.5033,-3.3726,0.11790,NGP
217.4292,-3.8991,0.03460,NGP
217.3543,-3.1256,0.07970,NGP
217.1412,-3.1920,0.08050,NGP
217.0332,-4.8314,0.12360,NGP
216.8995,-3.7020,0.04240,NGP
216.7507,-3.4739,0.07750,NGP
216.5326,-4.4830,0.08020,NGP
216.1988,-3.4386,0.07410,NGP
216.0877,-4.7410,0.02330,NGP
216.0835,-3.8397,0.11520,NGP
216.0359,-2.7981,0.04050,NGP
216.0302,-4.1546,0.04030,NGP
215.8465,-4.5437,0.12620,NGP
215.8228,-3.7253,0.02290,NGP
215.7772,-4.0535,0.02550,NGP
215.7629,-4.5789,0.12530,NGP
215.7093,-4.3005,0.12630,NGP
215.5556,-3.0164,0.05640,NGP
215.5563,-5.0042,0.07910,NGP
215.4894,-3.5009,0.15540,NGP
215.4826,-2.8557,0.09100,NGP
215.3152,-4.2813,0.02590,NGP
215.3074,-2.7914,0.08400,NGP
215.2540,-4.8129,0.10450,NGP
215.1949,-3.0681,0.15480,NGP
215.0520,-3.9763,0.10100,NGP
215.0028,-3.3319,0.10450,NGP
214.9737,-3.1746,0.10070,NGP
214.9086,-4.1427,0.11380,NGP
214.8969,-2.8508,0.13120,NGP
214.8374,-3.7710,0.04330,NGP
214.8125,-2.9137,0.12710,NGP
214.7611,-3.6476,0.10400,NGP
214.7491,-4.0778,0.04220,NGP
214.6846,-3.1183,0.09820,NGP
214.6592,-4.4926,0.19740,NGP
214.5621,-3.0417,0.04490,NGP
214.3730,-4.1860,0.00870,NGP
214.3205,-3.6309,0.08070,NGP
214.3039,-4.3810,0.06770,NGP
214.3040,-4.4971,0.09820,NGP
214.2721,-4.8768,0.12660,NGP
214.2692,-4.5102,0.07730,NGP
214.1988,-3.0525,0.13300,NGP
214.1600,-2.9281,0.13260,NGP
214.1503,-2.8142,0.09100,NGP
214.1395,-2.9306,0.13390,NGP
214.1356,-3.6937,0.08080,NGP
214.1052,-3.9810,0.12540,NGP
214.0724,-4.0629,0.12260,NGP
214.0447,-3.5476,0.09950,NGP
214.0250,-3.8002,0.19930,NGP
213.9045,-4.3569,0.08100,NGP
213.6500,-2.8259,0.11820,NGP
213.6275,-3.9901,0.10280,NGP
213.6082,-4.0833,0.12410,NGP
213.5991,-3.8394,0.07610,NGP
213.5915,-2.9636,0.11530,NGP
213.5871,-3.3505,0.05560,NGP
213.4535,-3.1145,0.15460,NGP
213.4075,-4.7052,0.13540,NGP
213.4052,-3.4984,0.04750,NGP
213.2418,-3.3353,0.08260,NGP
222.8961,-3.2054,0.09890,NGP
222.8697,-3.2545,0.02640,NGP
222.8424,-3.7733,0.04630,NGP
222.8053,-3.9754,0.10600,NGP
222.7266,-3.3744,0.17450,NGP
222.6812,-3.7899,0.05860,NGP
222.5669,-4.7624,0.04190,NGP
222.5383,-3.9085,0.05800,NGP
222.5064,-3.5729,0.05870,NGP
222.4041,-4.1393,0.10710,NGP
222.4019,-4.9546,0.03650,NGP
222.3297,-5.8968,0.11190,NGP
222.2300,-3.4814,0.04590,NGP
222.0956,-4.0346,0.05810,NGP
222.0771,-6.1953,0.11340,NGP
222.0631,-3.5461,0.06030,NGP
221.9952,-4.8828,0.08640,NGP
221.9532,-4.9015,0.13160,NGP
221.8341,-4.1550,0.04590,NGP
221.7880,-3.9851,0.06270,NGP
221.7559,-3.4804,0.05970,NGP
221.7576,-3.5730,0.05880,NGP
221.6427,-6.1774,0.14930,NGP
221.6080,-3.8437,0.08460,NGP
221.6049,-6.0211,0.11190,NGP
221.5748,-5.9459,0.03620,NGP
221.4840,-3.0785,0.10590,NGP
221.4819,-5.9627,0.09240,NGP
221.4719,-4.2796,0.13040,NGP
221.3949,-2.8962,0.08340,NGP
221.3690,-5.8333,0.08990,NGP
221.2853,-4.5960,0.08830,NGP
221.2461,-6.3169,0.04670,NGP
221.1249,-4.0088,0.05840,NGP
221.1162,-4.4668,0.07010,NGP
221.0529,-3.6810,0.04520,NGP
221.0372,-3.1180,0.10560,NGP
221.0402,-4.8614,0.04690,NGP
220.9844,-5.6931,0.11380,NGP
220.9662,-5.5917,0.19440,NGP
220.9553,-4.8622,0.06140,NGP
220.9435,-5.9305,0.10010,NGP
220.8168,-2.9024,0.07670,NGP
220.8136,-2.7457,0.04370,NGP
220.8137,-5.9790,0.14630,NGP
220.7983,-2.7701,0.05930,NGP
220.6368,-2.9096,0.10450,NGP
220.6158,-4.9495,0.11310,NGP
220.5967,-3.9041,0.05840,NGP
220.5600,-3.5874,0.04370,NGP
220.5260,-3.2647,0.18080,NGP
220.5182,-5.8826,0.14440,NGP
220.5148,-5.3867,0.08800,NGP
220.5105,-4.0642,0.13290,NGP
220.4878,-2.8312,0.05840,NGP
220.4715,-5.9969,0.11330,NGP
220.4295,-4.9424,0.13880,NGP
220.3583,-6.0904,0.06330,NGP
220.2963,-6.1494,0.11270,NGP
220.2481,-4.6428,0.08350,NGP
220.1615,-5.7024,0.11330,NGP
220.1426,-5.9695,0.08860,NGP
220.1189,-5.3084,0.11460,NGP
220.0366,-5.0186,0.14310,NGP
220.0384,-6.4556,0.11080,NGP
219.9672,-5.8607,0.14410,NGP
219.9612,-5.2192,0.07020,NGP
219.8940,-4.9260,0.12050,NGP
219.8262,-3.5675,0.19170,NGP
219.8098,-3.1208,0.02580,NGP
219.8117,-6.0345,0.08800,NGP
219.7541,-4.6470,0.12820,NGP
219.7394,-5.1554,0.07590,NGP
219.4519,-3.6198,0.10400,NGP
219.4400,-3.7103,0.08220,NGP
219.3270,-3.7092,0.05860,NGP
219.3000,-3.7586,0.08260,NGP
219.2532,-3.5298,0.08300,NGP
219.1464,-4.9814,0.11550,NGP
219.0508,-2.9396,0.08230,NGP
219.0427,-3.4930,0.04930,NGP
219.0256,-4.6834,0.11570,NGP
219.0160,-2.9498,0.16890,NGP
218.8477,-4.6634,0.11680,NGP
218.8227,-4.8126,0.02360,NGP
218.4672,-4.0863,0.04570,NGP
218.3458,-3.0551,0.05020,NGP
153.1262,-1.2821,0.07090,NGP
153.1307,-0.1176,0.09690,NGP
153.0797,0.4647,0.09970,NGP
153.0401,-1.9570,0.06430,NGP
153.0365,-1.5686,0.03180,NGP
152.9844,-0.9313,0.10470,NGP
152.9902,1.8886,0.06320,NGP
152.9816,-0.1527,0.06920,NGP
152.9270,0.5892,0.05690,NGP
152.9115,0.4441,0.08290,NGP
152.8878,-0.8458,0.18770,NGP
152.8720,1.2522,0.12180,NGP
152.8395,-1.1958,0.19140,NGP
152.8372,0.0112,0.06250,NGP
152.8321,-0.3957,0.08720,NGP
152.8328,-0.0229,0.03360,NGP
152.7452,-2.2942,0.08350,NGP
152.6432,1.7784,0.09370,NGP
152.6191,-2.3413,0.07750,NGP
152.5760,-1.2704,0.11710,NGP
152.5515,-2.5558,0.06170,NGP
152.5500,0.9286,0.09540,NGP
152.5147,-1.2779,0.03210,NGP
152.5000,-2.4625,0.02040,NGP
152.4894,2.0499,0.09470,NGP
152.4678,-2.4655,0.02070,NGP
152.4649,1.2244,0.04590,NGP
152.4252,-0.5130,0.04600,NGP
152.4056,1.2654,0.06980,NGP
152.3983,0.4749,0.09660,NGP
152.3744,-2.6701,0.06220,NGP
152.2867,1.5930,0.08080,NGP
152.2771,0.6943,0.09780,NGP
152.2680,-0.3792,0.07000,NGP
152.2677,0.3622,0.18600,NGP
152.2539,-2.1471,0.16730,NGP
152.2511,-2.2702,0.05920,NGP
152.1915,-1.6504,0.11140,NGP
152.1760,1.6158,0.12330,NGP
152.1230,-1.8631,0.08900,NGP
152.1193,0.3679,0.03250,NGP
152.0765,0.5159,0.09590,NGP
152.0464,0.5967,0.09770,NGP
152.0180,-1.8623,0.08750,NGP
152.0070,-1.6029,0.07300,NGP
152.0020,0.5498,0.09360,NGP
151.9782,0.6300,0.09620,NGP
151.9697,0.5048,0.09810,NGP
151.9607,1.4307,0.10160,NGP
151.9310,-2.4745,0.04680,NGP
151.8748,0.4715,0.09670,NGP
151.8454,-2.7278,0.04750,NGP
151.7498,-2.1283,0.03290,NGP
151.7513,-2.6336,0.01910,NGP
151.7032,0.3579,0.09750,NGP
151.6870,-2.4905,0.13810,NGP
151.6875,-2.5103,0.01940,NGP
151.6938,0.2901,0.09710,NGP
151.6507,0.5791,0.13560,NGP
151.6362,-0.9491,0.03080,NGP
151.6312,1.1416,0.04570,NGP
151.5954,0.0689,0.12240,NGP
151.5702,-2.1358,0.16570,NGP
151.5550,-1.9321,0.06600,NGP
151.5465,-1.3090,0.08650,NGP
151.4940,1.8418,0.16510,NGP
151.4300,-0.7741,0.04490,NGP
151.4170,-1.0702,0.03360,NGP
151.4079,-1.2563,0.08660,NGP
151.3447,-1.6710,0.15090,NGP
151.3396,0.0885,0.17930,NGP
151.3380,0.9826,0.09620,NGP
151.3131,1.9170,0.10160,NGP
151.2984,-2.5042,0.14130,NGP
151.2853,-0.1367,0.18860,NGP
151.2585,-2.1381,0.18800,NGP
151.1935,0.4637,0.04580,NGP
151.1862,1.9526,0.12450,NGP
151.1584,2.0565,0.12450,NGP
151.0956,-1.9339,0.01310,NGP
151.0864,0.5322,0.04740,NGP
151.0301,0.6098,0.09420,NGP
150.8119,0.8323,0.09740,NGP
150.7928,1.4035,0.12580,NGP
150.7713,-0.4770,0.12270,NGP
150.7494,-0.8536,0.19780,NGP
150.7517,1.0896,0.17290,NGP
150.7244,-2.0520,0.15420,NGP
150.6925,0.0065,0.04520,NGP
150.6741,-1.3359,0.17780,NGP
150.6710,-0.4238,0.06360,NGP
150.6296,0.3082,0.03380,NGP
150.5767,1.7617,0.08120,NGP
150.5338,-0.7896,0.09450,NGP
150.4960,-2.0942,0.17820,NGP
150.4618,-2.6570,0.09600,NGP
150.3896,-1.4864,0.12260,NGP
150.3666,-0.3016,0.14140,NGP
150.3545,-2.1070,0.04720,NGP
150.3461,-0.6348,0.09300,NGP
150.3557,0.8330,0.04620,NGP
150.2870,-1.6132,0.03700,NGP
150.2870,0.9726,0.09430,NGP
150.2722,-1.5557,0.09600,NGP
150.2792,1.9045,0.07740,NGP
150.2466,1.1101,0.09590,NGP
150.1755,-1.6108,0.02110,NGP
150.1594,-1.7440,0.13750,NGP
150.1662,1.0682,0.09380,NGP
150.0835,-0.4092,0.08580,NGP
150.0711,-2.5890,0.11710,NGP
150.0682,-1.1333,0.04480,NGP
150.0267,0.5100,0.08770,NGP
150.0240,1.9109,0.00530,NGP
149.9476,-2.4231,0.02090,NGP
149.9259,-2.1502,0.03700,NGP
149.9155,-0.7851,0.09440,NGP
149.9057,-2.5576,0.04700,NGP
149.8972,-2.1961,0.08760,NGP
149.8651,-2.4894,0.09370,NGP
149.8674,0.9099,0.08710,NGP
149.8592,-0.9811,0.10500,NGP
149.8519,1.0357,0.07850,NGP
149.8446,-0.0166,0.07280,NGP
149.8090,1.3313,0.10040,NGP
149.7883,0.8763,0.08760,NGP
149.7794,0.0105,0.04650,NGP
149.7480,-2.6461,0.08710,NGP
149.7238,-1.9799,0.06180,NGP
149.7093,1.5251,0.06850,NGP
149.6828,1.3886,0.10000,NGP
149.6675,-0.7709,0.08630,NGP
149.6573,0.8703,0.03910,NGP
149.6341,0.5911,0.04590,NGP
149.6274,-0.6872,0.08480,NGP
149.6138,-0.8551,0.06210,NGP
149.5929,-2.1367,0.09350,NGP
149.5882,-0.3358,0.13740,NGP
149.5561,-1.8544,0.11460,NGP
149.5444,-0.6943,0.07150,NGP
149.5376,0.2291,0.03540,NGP
149.5169,-2.0738,0.10080,NGP
149.4937,-1.6479,0.04170,NGP
149.4497,-0.4333,0.09010,NGP
149.4477,-0.3030,0.08780,NGP
149.4223,-0.3110,0.08760,NGP
149.3643,1.3408,0.09740,NGP
149.3514,-2.2744,0.09180,NGP
149.3646,1.9890,0.04860,NGP
149.3557,-0.2213,0.08600,NGP
149.3238,-1.7316,0.09400,NGP
149.3198,-1.8053,0.16560,NGP
149.3242,0.9825,0.08690,NGP
149.3066,0.1985,0.06590,NGP
149.2607,-1.2420,0.04280,NGP
149.2511,-0.2901,0.08680,NGP
149.2315,0.5270,0.08220,NGP
149.2076,-1.2029,0.04200,NGP
149.2015,-2.6033,0.09350,NGP
149.1846,0.2420,0.08690,NGP
149.1806,1.3924,0.10890,NGP
149.1758,0.7569,0.12590,NGP
149.1600,-1.8357,0.10280,NGP
149.1623,0.2656,0.08690,NGP
149.1578,-0.4843,0.08860,NGP
149.1559,-0.3153,0.08570,NGP
149.1421,-2.4370,0.17710,NGP
149.1244,-2.5086,0.12720,NGP
149.1190,-1.7677,0.08460,NGP
149.0912,-1.9201,0.16810,NGP
149.0662,-2.3539,0.13110,NGP
149.0172,0.7389,0.16810,NGP
148.9851,-1.8446,0.16670,NGP
148.9902,0.4834,0.09270,NGP
148.9425,1.6221,0.09830,NGP
148.9219,-2.3294,0.12920,NGP
148.9207,-1.8229,0.03840,NGP
148.8418,-0.0725,0.08470,NGP
148.8183,0.8733,0.06420,NGP
148.7572,0.9693,0.06320,NGP
148.7095,0.7217,0.12630,NGP
148.6323,1.0877,0.12510,NGP
148.5983,-2.4651,0.10420,NGP
148.5940,-1.1737,0.13690,NGP
148.5897,0.1531,0.15070,NGP
148.5914,1.6046,0.10250,NGP
148.5513,0.8051,0.02910,NGP
148.4986,1.7134,0.09500,NGP
148.4648,0.4286,0.08780,NGP
148.3947,0.5962,0.09460,NGP
148.3963,1.2275,0.06250,NGP
148.3737,1.4139,0.09570,NGP
148.3482,0.7714,0.09500,NGP
148.2978,1.3807,0.11400,NGP
148.2837,0.0448,0.06250,NGP
148.2372,0.3865,0.13290,NGP
148.1977,1.7857,0.06370,NGP
148.1801,1.1386,0.15360,NGP
148.1455,0.2496,0.08200,NGP
158.1293,1.5956,0.08700,NGP
158.1030,-0.8537,0.08480,NGP
158.0994,-0.2991,0.16130,NGP
158.0989,0.9930,0.09570,NGP
158.0508,-2.0542,0.06570,NGP
158.0245,-0.3405,0.05640,NGP
158.0110,0.8370,0.09930,NGP
158.0073,0.5323,0.07260,NGP
157.9978,-0.7697,0.04670,NGP
157.9989,0.2285,0.02890,NGP
157.9899,-0.0024,0.18460,NGP
157.9780,2.0850,0.12550,NGP
157.9602,1.4332,0.18680,NGP
157.9485,2.2263,0.02030,NGP
157.9302,-2.1406,0.15760,NGP
157.8437,1.8501,0.06430,NGP
157.8175,-1.1400,0.05080,NGP
157.8050,-0.7303,0.11760,NGP
157.8047,0.9206,0.14820,NGP
157.8022,1.8078,0.08900,NGP
157.7541,0.6116,0.04560,NGP
157.7516,0.5750,0.09470,NGP
157.7296,-0.5374,0.08790,NGP
157.7117,-2.7212,0.02970,NGP
157.6907,-2.6394,0.15250,NGP
157.6637,1.9303,0.17020,NGP
157.6642,1.9900,0.05180,NGP
157.6609,1.5736,0.14890,NGP
157.6597,1.4042,0.08860,NGP
157.6331,1.6478,0.09590,NGP
157.5568,-0.1227,0.09350,NGP
157.5535,-0.9459,0.08790,NGP
157.5413,-1.6688,0.03190,NGP
157.5375,0.5782,0.19980,NGP
157.5266,-1.2039,0.16890,NGP
157.4215,1.9201,0.04170,NGP
157.3636,-2.5312,0.05250,NGP
157.3285,-2.3745,0.03090,NGP
157.3363,0.9894,0.08870,NGP
157.3037,-1.0446,0.05210,NGP
157.2999,-0.1705,0.11620,NGP
157.2988,1.3351,0.09000,NGP
157.2416,1.6006,0.06740,NGP
157.2157,-2.0410,0.13540,NGP
157.1912,-0.9176,0.10830,NGP
157.1856,-2.1224,0.13380,NGP
157.1661,-1.1463,0.05160,NGP
157.1639,-0.7764,0.11410,NGP
157.1557,1.3041,0.02200,NGP
157.1385,2.1426,0.11020,NGP
157.1241,-0.3020,0.10330,NGP
157.1025,0.3440,0.07350,NGP
157.0954,-0.6525,0.10300,NGP
157.0635,0.5231,0.09590,NGP
157.0078,-1.7676,0.09880,NGP
156.9874,-2.4869,0.01820,NGP
156.9354,-1.8724,0.09450,NGP
156.9378,0.5306,0.09630,NGP
156.8685,-2.1655,0.03670,NGP
156.8589,0.7440,0.12930,NGP
156.8405,1.2773,0.02300,NGP
156.8300,1.5416,0.14960,NGP
156.7942,-1.8815,0.15820,NGP
156.7884,1.6053,0.15140,NGP
156.7671,-2.5263,0.01880,NGP
156.7782,1.5566,0.14770,NGP
156.7787,2.2051,0.03320,NGP
156.7662,-0.0809,0.10220,NGP
156.7625,2.0522,0.06420,NGP
156.7517,1.7253,0.14970,NGP
156.7258,-2.5107,0.17440,NGP
156.6603,1.2803,0.10130,NGP
156.5637,-0.4566,0.17230,NGP
156.5033,1.6594,0.09870,NGP
156.4825,1.4305,0.09900,NGP
156.4746,0.6350,0.09790,NGP
156.4673,1.3374,0.10320,NGP
156.4511,0.5525,0.09690,NGP
156.4380,1.5696,0.18600,NGP
156.3943,2.0260,0.15670,NGP
156.3907,2.0061,0.16810,NGP
156.3457,-0.4420,0.11090,NGP
156.2961,-2.1165,0.03450,NGP
156.3060,1.2523,0.10320,NGP
156.2897,-0.4320,0.19580,NGP
156.2305,-0.0964,0.09670,NGP
156.1998,0.0762,0.15900,NGP
156.1570,-0.8687,0.03500,NGP
156.1315,-1.0636,0.13250,NGP
156.0813,-2.2290,0.15950,NGP
156.0917,0.9908,0.15930,NGP
156.0403,-2.0571,0.05190,NGP
156.0395,1.2436,0.02190,NGP
156.0205,0.0354,0.13000,NGP
155.9955,1.5199,0.09590,NGP
155.9767,1.6806,0.10060,NGP
155.9622,0.9813,0.09990,NGP
155.9442,0.1811,0.09670,NGP
155.9456,1.5549,0.09860,NGP
155.9313,0.8247,0.07160,NGP
155.9131,0.1725,0.09290,NGP
155.8974,0.1820,0.09370,NGP
155.8845,1.3930,0.10710,NGP
155.8308,-0.4822,0.11290,NGP
155.8229,1.5542,0.10620,NGP
155.7974,0.8275,0.14830,NGP
155.7862,-1.9103,0.13630,NGP
155.7701,0.6521,0.13860,NGP
155.7512,-0.0601,0.06270,NGP
155.7387,1.2173,0.15130,NGP
155.7247,1.5876,0.11790,NGP
155.7157,1.8703,0.09910,NGP
155.6882,0.3861,0.16520,NGP
155.6703,-1.4449,0.19780,NGP
155.6665,-0.4448,0.09840,NGP
155.6633,0.3318,0.10990,NGP
155.6295,0.4121,0.10980,NGP
155.6182,-1.8768,0.13130,NGP
155.6119,1.1493,0.14980,NGP
155.5957,-2.5409,0.06590,NGP
155.6040,1.0137,0.12690,NGP
155.5735,1.9114,0.07340,NGP
155.5712,1.5486,0.06740,NGP
155.5387,0.4621,0.09470,NGP
155.5145,-1.0893,0.08770,NGP
155.5177,0.1225,0.13860,NGP
155.5085,1.6202,0.07290,NGP
155.5010,1.7091,0.07160,NGP
155.4649,0.4100,0.02140,NGP
155.4163,-2.5994,0.06180,NGP
155.4265,1.9132,0.07340,NGP
155.4116,0.1339,0.07840,NGP
155.3980,1.3392,0.09810,NGP
155.3851,-1.1701,0.12600,NGP
155.3864,1.1891,0.09410,NGP
155.3456,-2.2564,0.06040,NGP
155.3302,-0.7325,0.09130,NGP
155.3295,1.1462,0.11280,NGP
155.3256,1.1908,0.07030,NGP
155.3053,1.7384,0.11810,NGP
155.2865,-1.9844,0.10880,NGP
155.2438,1.7687,0.14080,NGP
155.1900,-1.8026,0.10060,NGP
155.1629,-1.6896,0.19770,NGP
155.1597,-2.4451,0.05580,NGP
155.1608,0.6249,0.09610,NGP
155.1544,2.0574,0.05350,NGP
155.1353,-2.4566,0.05780,NGP
155.1344,1.6082,0.04620,NGP
155.1118,1.5467,0.07200,NGP
155.0794,0.5231,0.05930,NGP
155.0761,1.4530,0.11480,NGP
155.0748,1.5474,0.04550,NGP
155.0645,1.9369,0.11480,NGP
155.0454,-1.7251,0.05150,NGP
155.0367,-2.6966,0.06420,NGP
155.0371,-2.6084,0.06070,NGP
155.0391,1.4823,0.08000,NGP
155.0291,1.4851,0.07970,NGP
154.9976,0.3212,0.09690,NGP
154.9514,-1.7317,0.05090,NGP
154.9539,1.4389,0.09880,NGP
154.9137,0.2046,0.07290,NGP
154.8956,-2.4895,0.06110,NGP
154.8320,-0.6092,0.06090,NGP
154.8073,-2.1761,0.09730,NGP
154.7665,-1.5579,0.04490,NGP
154.7504,0.2536,0.14760,NGP
154.7176,-0.6191,0.09440,NGP
154.7162,1.3634,0.07560,NGP
154.7064,1.6904,0.04610,NGP
154.6880,0.3906,0.06230,NGP
154.6604,-1.7824,0.15790,NGP
154.6182,-0.0709,0.06600,NGP
154.6035,1.8994,0.07200,NGP
154.5740,-2.5660,0.04540,NGP
154.5435,-2.5913,0.04750,NGP
154.5507,0.1192,0.07030,NGP
154.5511,0.2210,0.09390,NGP
154.5384,-2.5382,0.04660,NGP
154.5517,1.8228,0.10730,NGP
154.5105,1.5620,0.04580,NGP
154.4553,-0.3130,0.01810,NGP
154.4471,-2.0015,0.04660,NGP
154.4347,0.2950,0.09490,NGP
154.4374,2.1226,0.04730,NGP
154.4274,1.9276,0.12600,NGP
154.4058,-2.4096,0.04950,NGP
154.4147,0.0344,0.07010,NGP
154.3632,-1.5437,0.06240,NGP
154.3314,0.1881,0.09410,NGP
154.2880,-1.7940,0.04550,NGP
154.2726,1.9674,0.05330,NGP
154.2682,2.0788,0.06050,NGP
154.2591,-0.8911,0.06350,NGP
154.2565,0.1036,0.06220,NGP
154.2296,-2.4947,0.03010,NGP
154.2250,-0.9329,0.06320,NGP
154.2189,-0.7754,0.06990,NGP
154.1207,-0.6971,0.07100,NGP
154.1102,1.8939,0.14610,NGP
154.1000,-0.1060,0.09410,NGP
154.0517,1.9395,0.07090,NGP
154.0004,-1.7059,0.07590,NGP
153.9659,-0.0425,0.14540,NGP
153.9591,1.2650,0.10710,NGP
153.8986,-0.2701,0.06340,NGP
153.8999,0.0130,0.08400,NGP
153.8749,0.5103,0.07050,NGP
153.8120,-2.4079,0.04390,NGP
153.8175,0.6683,0.07150,NGP
153.6829,-1.7702,0.19860,NGP
153.6285,-1.8168,0.05760,NGP
153.6137,-1.0309,0.09890,NGP
153.5825,1.9434,0.12270,NGP
153.5241,-0.1275,0.04670,NGP
153.5251,1.3138,0.12140,NGP
153.5077,0.3618,0.08420,NGP
153.4970,-0.2622,0.09860,NGP
153.4951,0.5677,0.09530,NGP
153.4858,-1.1168,0.04480,NGP
153.4304,1.1278,0.09450,NGP
153.3691,-1.4500,0.04650,NGP
153.3349,-1.6064,0.09120,NGP
153.3350,-0.0010,0.09230,NGP
153.3240,-0.7357,0.19710,NGP
153.3231,-0.5110,0.12270,NGP
153.3012,-1.3861,0.04510,NGP
153.2987,0.4451,0.11860,NGP
153.2845,0.6604,0.13780,NGP
153.2869,1.8049,0.11900,NGP
153.2715,-0.1918,0.04440,NGP
153.2545,1.7680,0.11900,NGP
153.2481,-0.0716,0.06280,NGP
153.2394,-1.3179,0.08160,NGP
153.2342,-1.3268,0.09560,NGP
153.2396,0.3266,0.12320,NGP
153.2265,1.7619,0.12850,NGP
153.2075,1.1098,0.09490,NGP
163.1317,0.1038,0.16660,NGP
163.1166,-2.2101,0.02640,NGP
163.1076,-2.1991,0.03690,NGP
163.0622,-1.8193,0.02600,NGP
163.0338,0.3209,0.10750,NGP
162.9771,0.2759,0.16600,NGP
162.9790,1.6410,0.15450,NGP
162.9669,1.2612,0.06760,NGP
162.9640,0.0650,0.18190,NGP
162.9410,-1.8235,0.05290,NGP
162.9099,-1.1263,0.03810,NGP
162.8854,-0.2800,0.05640,NGP
162.8812,0.1624,0.15020,NGP
162.8445,0.2625,0.04000,NGP
162.8369,0.6598,0.03910,NGP
162.7774,0.9073,0.12550,NGP
162.7754,2.1108,0.15740,NGP
162.7715,1.5104,0.09720,NGP
162.7419,-1.4850,0.07230,NGP
162.7080,-0.6948,0.15350,NGP
162.7040,-1.5396,0.04110,NGP
162.6981,0.4824,0.03810,NGP
162.6887,1.3075,0.12420,NGP
162.6160,1.9859,0.15490,NGP
162.5895,0.7093,0.05030,NGP
162.5710,-0.6866,0.15430,NGP
162.5444,-0.3347,0.09430,NGP
162.4838,-1.8811,0.03730,NGP
162.4772,0.1589,0.03880,NGP
162.4215,0.3631,0.03870,NGP
162.4112,-0.7299,0.03980,NGP
162.3475,0.3271,0.04120,NGP
162.3377,-0.0822,0.07560,NGP
162.3329,-2.0834,0.10580,NGP
162.3306,-2.5268,0.10850,NGP
162.3102,1.9225,0.11800,NGP
162.2667,-2.6757,0.09890,NGP
162.2548,0.0353,0.12790,NGP
162.2391,2.1878,0.16860,NGP
162.2145,-0.4793,0.06740,NGP
162.1921,0.1598,0.10640,NGP
162.1250,-1.7708,0.05300,NGP
162.1089,-1.7571,0.09550,NGP
162.1060,1.8425,0.09270,NGP
162.0887,1.4335,0.06700,NGP
162.0726,1.0465,0.09860,NGP
162.0476,0.6297,0.16040,NGP
162.0155,-1.8551,0.03730,NGP
162.0060,0.2708,0.10250,NGP
162.0043,0.0184,0.13440,NGP
161.9578,2.1858,0.06170,NGP
161.9179,-1.3727,0.05620,NGP
161.8670,-2.3202,0.09780,NGP
161.8486,-1.5485,0.03840,NGP
161.8510,0.8373,0.05170,NGP
161.8448,1.7579,0.11890,NGP
161.7649,-1.3956,0.15990,NGP
161.7547,-1.3001,0.13590,NGP
161.7387,0.8927,0.15100,NGP
161.7241,0.4608,0.09480,NGP
161.7229,0.5563,0.07700,NGP
161.7064,0.1821,0.13820,NGP
161.6591,-2.6721,0.03770,NGP
161.6521,1.4656,0.10750,NGP
161.6379,-2.2872,0.16690,NGP
161.6405,1.4989,0.10490,NGP
161.6378,1.0055,0.07510,NGP
161.6195,-1.5003,0.15970,NGP
161.5986,1.2528,0.19060,NGP
161.5884,0.8181,0.10660,NGP
161.5851,1.2180,0.09000,NGP
161.5646,-1.7205,0.05310,NGP
161.5527,1.4154,0.10450,NGP
161.5517,1.2084,0.10420,NGP
161.5341,-0.6144,0.19390,NGP
161.5321,1.7359,0.11920,NGP
161.5240,-1.4694,0.08730,NGP
161.5248,1.6967,0.09330,NGP
161.4753,1.7866,0.10550,NGP
161.4651,1.4311,0.10540,NGP
161.4489,0.7544,0.06660,NGP
161.4327,1.4531,0.10680,NGP
161.4014,-2.4262,0.10800,NGP
161.3888,0.6060,0.07400,NGP
161.3715,-1.3773,0.03710,NGP
161.3620,-1.1976,0.08620,NGP
161.3595,2.1694,0.13660,NGP
161.3592,1.8445,0.10550,NGP
161.3307,-0.1293,0.12730,NGP
161.3125,-1.9771,0.13260,NGP
161.3084,0.0856,0.03870,NGP
161.2970,0.9557,0.15250,NGP
161.2131,0.3787,0.10160,NGP
161.2034,-1.7594,0.09660,NGP
161.2020,1.4865,0.11810,NGP
161.1912,0.1696,0.09450,NGP
161.1623,-2.4231,0.10780,NGP
