ra,dec,z
145.54119,0.79540,0.09889
156.01222,0.94262,0.09889
170.34362,-0.21706,0.09890
191.13101,-1.32320,0.09891
157.75874,0.76738,0.09899
168.59241,0.23060,0.09900
151.98420,0.62337,0.09901
170.43819,-0.02251,0.09905
193.54883,1.03481,0.09907
180.71025,-0.93992,0.09909
167.60111,1.26949,0.09910
185.29064,0.89001,0.09911
170.53322,0.58654,0.09915
156.64314,1.49266,0.09915
160.96532,0.40167,0.09915
155.78847,0.65732,0.09922
207.44666,0.55924,0.09925
222.92087,0.04038,0.09925
206.94503,-0.56492,0.09929
224.01561,-0.65612,0.09934
166.75403,-1.17109,0.09943
151.88617,0.39683,0.09947
158.05697,0.70933,0.09947
151.31533,1.45609,0.09950
194.78854,0.37940,0.09951
223.90902,-1.23349,0.09954
228.85192,-0.34017,0.09954
228.54073,0.55357,0.09961
169.62846,-0.11080,0.09964
169.34261,0.02127,0.09965
184.75332,0.57653,0.09966
180.45794,0.63831,0.09966
171.13378,1.35873,0.09966
170.12028,-0.34266,0.09967
180.65781,0.47257,0.09969
222.91688,0.04640,0.09970
171.20626,0.33681,0.09972
126.09402,1.05266,0.09974
170.22501,-0.12630,0.09975
228.54345,0.52218,0.09975
173.65824,0.35260,0.09975
155.95181,1.00799,0.09976
168.68450,0.34369,0.09979
216.56604,-1.30001,0.09980
172.21014,1.42699,0.09981
223.12138,-1.24539,0.09981
248.93505,-0.63014,0.09983
192.79295,1.07798,0.09986
182.21871,-0.02542,0.09987
163.06204,0.78351,0.09988
168.37467,-0.38842,0.09989
249.11228,-0.62831,0.09991
174.61040,0.64131,0.09998
184.48137,0.43999,0.09998
170.82673,0.46639,0.10000
170.10770,-0.34793,0.10003
151.82982,0.60970,0.10007
171.01881,0.91673,0.10007
183.47778,-1.08462,0.10008
205.29396,0.35264,0.10010
149.90258,1.41841,0.10010
169.61846,-0.55079,0.10013
169.11936,0.05889,0.10015
214.63677,0.31212,0.10015
148.29933,0.85746,0.10019
160.97472,0.46098,0.10021
180.27799,-0.32003,0.10022
160.98260,0.47497,0.10022
172.42956,1.14562,0.10023
133.02566,0.04469,0.10026
156.16836,1.22669,0.10028
184.71998,1.37365,0.10028
168.86000,-1.08516,0.10031
165.86742,-0.30198,0.10031
228.99418,-0.57920,0.10032
183.85180,-0.05794,0.10035
221.52790,-1.39137,0.10040
200.47405,-1.41936,0.10041
126.16819,1.07956,0.10042
155.33709,1.02022,0.10044
169.50613,0.30746,0.10044
197.99783,1.38809,0.10044
155.07570,-0.74720,0.10048
137.16739,1.45490,0.10050
174.28737,1.17269,0.10055
216.36002,-0.98431,0.10057
169.47185,0.12918,0.10059
170.46987,1.08861,0.10059
170.40782,0.90281,0.10060
150.01380,1.40065,0.10060
156.67020,0.09198,0.10061
182.42502,0.20268,0.10061
136.95593,1.24805,0.10062
133.79166,0.85135,0.10064
167.70369,-0.75530,0.10068
182.10417,0.09210,0.10068
167.17827,-1.12241,0.10080
136.94863,-0.09928,0.10082
160.28563,1.27040,0.10083
160.49330,1.31232,0.10083
190.67482,-1.34346,0.10085
179.93688,0.94124,0.10087
214.77892,0.60265,0.10087
200.79167,-0.21969,0.10088
136.38773,-0.17051,0.10089
239.54410,0.69921,0.10091
170.80147,0.96608,0.10095
201.70741,1.05204,0.10095
160.18672,1.44160,0.10100
170.37281,-0.15920,0.10105
170.19237,0.52042,0.10107
160.62833,1.40280,0.10112
217.11480,0.95186,0.10113
205.61038,-0.92767,0.10115
177.23814,0.49356,0.10117
170.18433,-0.12634,0.10117
200.86028,-1.41259,0.10118
190.61041,-1.20672,0.10120
121.79486,1.28859,0.10121
228.28303,-1.28702,0.10126
176.82799,1.45386,0.10133
215.03986,-0.67349,0.10138
141.24394,0.10512,0.10139
223.94160,-0.83773,0.10141
215.53230,-1.00039,0.10147
177.05661,1.17603,0.10147
140.94091,-1.29949,0.10150
176.70722,-1.04083,0.10154
152.09608,1.46187,0.10155
202.59831,0.49029,0.10158
153.61961,0.66510,0.10158
156.66029,1.28032,0.10162
206.95178,-0.26858,0.10162
166.53991,-1.17491,0.10164
205.60524,-0.95791,0.10168
166.70703,-1.25634,0.10168
166.98471,0.38487,0.10168
164.96818,0.57005,0.10173
136.81791,1.43937,0.10173
165.78348,-0.29117,0.10174
214.98051,1.27315,0.10178
171.70675,0.73676,0.10184
168.46760,-0.30980,0.10184
207.24678,-0.47886,0.10185
170.28625,0.58720,0.10191
170.51158,0.40177,0.10195
208.12946,0.41791,0.10200
152.62071,1.11628,0.10200
177.29754,0.69201,0.10201
246.83786,-0.56332,0.10201
216.75085,1.19814,0.10201
234.23167,-1.17756,0.10203
215.23622,-0.07329,0.10204
239.81472,-1.17326,0.10205
160.89018,1.38052,0.10211
217.36968,0.31213,0.10215
136.89474,1.41785,0.10216
131.75115,-0.53610,0.10219
229.19954,1.46401,0.10222
214.80569,-1.40320,0.10224
200.81640,-1.38496,0.10224
164.77453,0.66554,0.10228
131.94499,-0.62188,0.10229
191.45415,-0.81807,0.10230
201.73701,0.95466,0.10232
164.93947,0.54946,0.10233
187.01357,0.33106,0.10234
217.43857,0.22654,0.10236
165.07168,-0.60449,0.10236
201.00365,0.41425,0.10239
153.73947,1.26840,0.10242
246.87526,0.30941,0.10247
214.97723,1.24906,0.10249
156.63634,-0.90547,0.10252
169.40889,-0.07813,0.10253
171.49266,-0.09429,0.10254
155.50104,-1.13340,0.10254
164.70963,0.75302,0.10255
241.13055,-0.98415,0.10256
170.56758,0.49894,0.10256
170.21571,-0.33484,0.10260
170.45815,0.97526,0.10262
180.30798,1.01589,0.10262
215.40847,-1.12523,0.10266
191.00991,-0.38862,0.10267
216.72851,1.47397,0.10267
165.66432,1.26628,0.10268
169.94118,-0.73577,0.10270
143.89572,-0.82437,0.10271
201.73519,0.62978,0.10273
170.25321,0.93522,0.10274
202.55808,-0.64792,0.10276
202.63219,-0.73422,0.10276
224.84577,0.72889,0.10277
201.19046,-1.13497,0.10280
164.89017,1.16895,0.10283
169.44773,-0.21455,0.10285
153.56648,0.07508,0.10288
208.53558,0.76960,0.10290
216.16001,-0.73184,0.10297
215.64619,0.20840,0.10297
156.24262,1.21892,0.10299
197.91465,0.60308,0.10301
216.04642,0.61984,0.10304
169.65084,-0.09170,0.10308
170.24535,-0.38275,0.10309
169.69283,0.99780,0.10309
133.64848,0.64088,0.10312
208.02228,-0.11562,0.10314
215.28915,1.08153,0.10315
221.16600,-1.08467,0.10316
216.08157,0.24941,0.10316
181.15392,0.12174,0.10323
164.24848,0.72839,0.10325
170.71577,1.19883,0.10325
150.05609,1.25516,0.10328
169.81989,0.99605,0.10328
203.79910,-0.28510,0.10330
164.08081,1.27054,0.10330
229.02529,-0.16354,0.10330
220.69012,-0.08599,0.10331
135.40002,-0.67578,0.10333
161.50302,1.37808,0.10334
217.52048,-0.13373,0.10335
198.73281,-1.30863,0.10340
171.52811,-0.03105,0.10346
216.19107,-1.28872,0.10353
216.31167,-0.30800,0.10354
172.94732,0.93106,0.10355
158.00660,1.04471,0.10361
203.41574,0.40295,0.10362
217.13449,0.72696,0.10363
170.65373,0.49268,0.10364
220.35015,0.40593,0.10365
139.05099,-0.76648,0.10366
170.19738,-0.35717,0.10366
228.26447,0.67025,0.10370
239.65462,0.95888,0.10370
220.19136,0.29183,0.10370
203.16504,0.41316,0.10372
227.60958,1.41605,0.10372
218.55100,-0.19468,0.10376
239.71102,1.12168,0.10376
164.33052,0.78323,0.10378
202.21843,0.55598,0.10379
228.22527,1.15392,0.10380
142.01463,-0.64520,0.10381
239.78469,-0.93839,0.10382
220.12494,-0.09023,0.10384
184.34191,-1.20653,0.10384
200.12296,1.32645,0.10385
200.20745,1.20531,0.10391
179.99605,-0.25977,0.10391
195.95012,0.89267,0.10391
239.67758,0.66480,0.10393
224.82848,0.73582,0.10394
163.47219,1.22889,0.10396
224.54385,0.35049,0.10397
134.46752,0.79854,0.10400
171.98666,-0.34702,0.10402
221.91453,1.44830,0.10404
170.81027,0.64443,0.10410
209.06135,0.42939,0.10411
170.51227,0.76721,0.10415
141.88308,-0.11600,0.10417
229.04237,0.46138,0.10417
170.35319,0.33228,0.10419
217.36221,-0.87504,0.10419
245.92795,0.80726,0.10420
170.84906,0.68283,0.10420
180.39371,0.37453,0.10421
202.05187,0.65313,0.10421
171.33088,-0.44825,0.10424
170.29005,0.21187,0.10427
228.59662,1.16691,0.10428
172.70768,0.89633,0.10430
203.53935,0.52486,0.10430
171.35463,-0.17436,0.10431
221.99266,1.40150,0.10432
217.77196,-0.91945,0.10434
180.43111,0.18307,0.10436
152.98426,-0.93119,0.10436
177.06097,0.83159,0.10437
172.83820,-0.94438,0.10440
172.55724,0.33141,0.10444
224.84293,0.76738,0.10451
183.38682,-1.32472,0.10453
149.79426,-0.85942,0.10454
228.93280,0.10603,0.10455
173.06670,-0.84328,0.10456
161.38700,1.38822,0.10457
205.05462,-1.44361,0.10459
171.88533,1.39402,0.10459
205.78589,0.41736,0.10461
169.84788,-0.57610,0.10461
161.55270,1.41544,0.10462
211.90461,-0.76478,0.10462
177.24072,0.37920,0.10463
171.42779,-0.67562,0.10463
209.53008,-0.46690,0.10465
208.57004,-0.11057,0.10466
200.95188,1.10756,0.10471
153.17177,1.19411,0.10474
242.29227,-0.85887,0.10474
133.64689,0.58848,0.10475
175.51644,-0.61107,0.10478
172.67816,-0.81752,0.10479
177.13456,0.51144,0.10480
161.81702,0.85756,0.10480
172.04537,-0.49288,0.10482
211.29630,-0.83388,0.10483
229.35957,1.41722,0.10483
179.04945,-0.66300,0.10483
162.21319,-0.76410,0.10485
162.42258,1.03050,0.10487
162.36066,0.93598,0.10494
242.13159,-0.95767,0.10495
212.78745,0.51759,0.10496
170.33045,0.22288,0.10498
170.10521,1.18350,0.10499
171.20788,0.07339,0.10501
229.23071,1.32664,0.10501
155.02395,-0.32211,0.10502
170.11521,1.27999,0.10502
168.82096,-1.03044,0.10502
180.37455,0.35132,0.10504
229.74127,-1.37068,0.10505
205.00442,-1.37501,0.10507
162.44388,0.96468,0.10510
189.66289,1.39344,0.10512
209.24638,-0.34253,0.10512
169.88970,0.63440,0.10516
161.52092,1.44923,0.10516
173.70390,-0.54105,0.10516
205.49225,-0.28649,0.10516
219.09457,-1.07418,0.10517
173.86515,-0.55501,0.10517
170.02917,-0.73846,0.10521
180.07521,0.54361,0.10524
239.86107,-1.02774,0.10526
194.12155,1.14547,0.10526
178.49086,-0.61571,0.10526
136.20596,0.67678,0.10527
212.85152,1.18525,0.10532
173.16054,-0.54875,0.10534
177.16638,-1.20219,0.10535
159.75382,0.92673,0.10538
153.30023,1.24707,0.10539
212.10535,0.35141,0.10542
153.52172,1.17071,0.10544
209.41771,-0.45450,0.10544
225.66546,1.08227,0.10544
176.76395,-1.31987,0.10544
224.09867,-0.18306,0.10545
212.63443,0.63653,0.10545
150.23622,-0.10649,0.10548
210.92593,-0.41438,0.10551
232.58879,1.46768,0.10552
200.43627,-0.92740,0.10554
219.08713,-0.11196,0.10557
179.06896,-0.20424,0.10558
218.96557,-0.88870,0.10558
180.03724,-0.22796,0.10558
196.64734,-0.60208,0.10558
212.41032,1.31318,0.10558
174.52257,-0.90244,0.10561
248.72152,-0.96507,0.10561
162.21709,0.90066,0.10564
140.92999,1.41988,0.10564
219.05641,-0.27412,0.10565
224.77539,0.64140,0.10565
201.05286,0.58459,0.10567
211.22889,-0.49477,0.10569
149.09952,-1.24274,0.10570
156.65191,0.73562,0.10571
200.32636,-0.73870,0.10572
212.96326,0.53842,0.10573
143.17248,0.41389,0.10576
190.38844,1.42922,0.10578
242.38532,0.26345,0.10579
162.18680,0.87879,0.10579
242.73371,0.36853,0.10580
224.84371,0.77900,0.10580
242.10602,-1.02338,0.10581
175.14545,0.28106,0.10583
170.63942,0.73695,0.10583
187.82241,1.07236,0.10584
150.02732,1.42756,0.10586
176.14706,1.07785,0.10587
177.83797,1.07341,0.10587
176.42917,-0.17006,0.10587
215.55962,-0.65545,0.10587
218.88222,-0.99156,0.10588
229.10171,1.37597,0.10588
230.44074,-1.22529,0.10589
241.52450,-1.16537,0.10590
173.97211,-0.91151,0.10591
242.14765,0.36456,0.10592
201.34754,-1.35066,0.10595
179.58688,-0.08474,0.10595
219.08362,-1.13025,0.10597
161.96742,0.47815,0.10597
150.38179,-0.17426,0.10598
242.46116,-0.09564,0.10598
242.05412,1.20370,0.10599
219.08058,-0.70224,0.10606
219.01192,-1.11985,0.10608
219.14073,-1.09732,0.10612
209.89407,-0.72846,0.10615
188.23950,1.05772,0.10616
158.84231,0.80427,0.10617
174.54079,-0.88094,0.10619
150.14905,1.38938,0.10621
240.99022,-0.62165,0.10622
176.29532,-1.33548,0.10623
200.70535,0.31150,0.10623
174.63819,0.84603,0.10623
175.65969,-0.99478,0.10624
185.85552,0.13330,0.10628
191.43805,1.08154,0.10632
218.87834,-0.89617,0.10633
240.11892,-0.23041,0.10634
177.47329,-0.31728,0.10636
242.68076,-0.14362,0.10638
239.05824,0.02431,0.10640
224.16381,0.14362,0.10641
175.41339,0.21395,0.10641
160.34225,1.12923,0.10643
213.58875,0.88158,0.10643
170.44665,0.78160,0.10643
180.06102,0.03883,0.10646
153.95916,1.26518,0.10646
177.00173,-1.48549,0.10649
134.49835,1.28823,0.10649
175.44472,-0.51805,0.10650
161.51260,1.42544,0.10662
212.75598,0.02115,0.10663
179.64015,-0.08378,0.10669
242.81098,1.12750,0.10670
200.25232,-0.74764,0.10671
161.58849,0.81810,0.10671
220.23041,-1.41008,0.10673
162.22342,0.01038,0.10675
191.75121,0.93398,0.10675
218.62403,-0.47830,0.10676
200.76823,1.29471,0.10676
175.15946,0.33529,0.10678
200.35952,-0.68758,0.10678
229.30673,1.12091,0.10680
160.88807,1.22751,0.10684
218.78914,-0.64318,0.10685
160.72750,0.59081,0.10686
178.91987,-0.92521,0.10686
133.29122,0.35286,0.10688
180.16532,-1.41759,0.10688
187.89511,0.63854,0.10689
174.44649,0.66416,0.10689
175.17008,0.18051,0.10689
159.33084,1.41456,0.10691
200.35711,-1.03467,0.10693
244.14922,-0.33163,0.10697
148.46566,-0.82517,0.10698
157.62670,1.07665,0.10698
194.63485,1.40489,0.10699
179.59552,-0.06006,0.10701
159.87114,0.94049,0.10703
159.54766,1.27002,0.10707
185.26755,0.08462,0.10708
200.61846,0.21459,0.10708
157.05686,0.38694,0.10710
160.73477,-0.72716,0.10715
201.11098,1.24953,0.10718
179.68289,-1.31724,0.10720
185.37936,0.08691,0.10722
200.44413,-1.10407,0.10722
185.71947,-0.30722,0.10723
162.50278,-0.83055,0.10724
200.29638,-0.71901,0.10727
133.52767,0.70775,0.10732
191.83026,0.14248,0.10735
159.67201,1.06720,0.10735
133.79139,-0.45671,0.10740
200.34799,-1.44429,0.10741
163.71770,-0.14479,0.10743
157.53278,-0.56820,0.10744
165.73403,0.66135,0.10744
173.75796,1.24159,0.10745
191.27687,0.63611,0.10745
208.17119,-0.38828,0.10747
163.34291,0.32023,0.10748
162.34244,0.98512,0.10749
159.75348,1.29191,0.10751
145.05488,-0.21062,0.10751
187.73155,-0.33799,0.10754
149.18706,-0.95681,0.10757
200.94942,0.38167,0.10762
175.70230,0.20432,0.10765
195.23088,-0.23544,0.10769
241.17793,-1.02370,0.10774
125.39624,-0.41543,0.10776
201.31833,1.36049,0.10777
133.40721,-0.25676,0.10778
190.28965,0.66499,0.10780
157.85860,0.75042,0.10784
200.67787,0.15932,0.10785
161.45533,1.43447,0.10786
159.80702,0.70261,0.10787
225.06412,1.27107,0.10791
159.08707,1.16786,0.10794
177.17554,-1.20214,0.10794
218.91447,0.69697,0.10796
213.94101,-1.42622,0.10796
184.64071,-0.41181,0.10796
229.10602,0.83611,0.10796
179.44462,0.29751,0.10797
178.19772,0.26394,0.10798
152.79229,-0.39682,0.10800
148.00631,-1.01770,0.10801
149.36398,1.30443,0.10802
200.37308,-0.91963,0.10805
196.16826,-1.44774,0.10806
159.18464,1.18259,0.10807
216.31529,-0.49954,0.10808
180.21664,-0.07066,0.10809
163.53621,-0.01973,0.10813
241.01483,-0.67920,0.10814
175.20768,1.21059,0.10814
201.06774,0.80837,0.10815
244.33087,-0.08200,0.10816
175.04271,0.82907,0.10816
178.65105,-0.41608,0.10818
179.48675,0.20578,0.10818
148.99469,-1.03559,0.10820
133.75618,0.93424,0.10821
180.20113,-1.18820,0.10823
248.52905,-1.08465,0.10823
218.89175,0.67169,0.10823
176.80481,1.05855,0.10824
193.37252,-1.01313,0.10824
129.81932,-0.44033,0.10825
189.68021,-0.51265,0.10826
193.21214,-0.50328,0.10831
133.53388,0.78574,0.10831
178.93619,-0.19899,0.10831
200.83313,0.43434,0.10836
216.37652,0.49622,0.10836
241.01897,-0.65873,0.10837
179.59589,0.17526,0.10838
180.16948,0.22952,0.10842
200.35600,-0.69341,0.10842
187.33422,0.42685,0.10843
159.34899,1.12601,0.10844
200.43929,-0.08153,0.10844
236.83135,-0.81085,0.10845
189.68871,-0.40826,0.10846
201.16381,0.80075,0.10846
200.98629,0.88379,0.10848
133.65103,1.20447,0.10848
229.17840,0.84308,0.10849
134.15123,0.05626,0.10849
200.98305,1.08482,0.10852
248.00327,-1.08733,0.10853
169.22510,-0.64274,0.10856
148.96204,-1.06480,0.10857
200.89543,1.23058,0.10857
163.76478,-0.38987,0.10859
190.21252,0.22691,0.10861
148.98241,-1.04914,0.10862
218.28098,1.16628,0.10862
133.72131,0.85897,0.10863
197.02850,-1.27124,0.10864
161.69925,1.48984,0.10866
184.29586,1.24746,0.10868
189.44202,-0.20862,0.10870
198.14878,-1.12175,0.10872
143.11854,0.58289,0.10876
165.12596,0.31527,0.10877
201.97856,1.48931,0.10877
169.23747,-0.26520,0.10878
133.08522,-0.27767,0.10879
133.23658,0.69978,0.10883
199.52587,-1.39462,0.10883
133.35651,0.62496,0.10883
229.09076,0.96474,0.10886
200.72999,0.23580,0.10887
167.55123,-1.05608,0.10888
249.31515,-0.89858,0.10892
200.39163,0.62575,0.10892
241.93344,-0.48196,0.10892
243.51881,-0.98669,0.10893
133.04312,-0.28033,0.10894
162.31642,0.95441,0.10895
218.77533,0.95963,0.10895
181.02010,-0.29331,0.10898
168.61583,-0.22768,0.10899
201.54938,1.30987,0.10901
200.74767,0.23161,0.10902
159.66768,0.38102,0.10903
157.08300,-0.58656,0.10908
198.36701,-1.21121,0.10909
133.56836,0.87939,0.10913
183.38180,1.09936,0.10916
249.56005,-0.95698,0.10920
220.18150,0.46476,0.10922
155.17321,1.43298,0.10925
189.13123,-1.25229,0.10926
183.79476,0.88675,0.10927
133.59476,0.79686,0.10928
167.61137,-1.22376,0.10931
200.15712,-0.64908,0.10933
163.65189,-0.28625,0.10936
179.13191,-0.87184,0.10936
201.05498,0.77677,0.10938
200.94170,1.20158,0.10939
248.02802,-1.04561,0.10940
176.44823,0.26758,0.10943
200.22713,1.40127,0.10945
149.03965,-1.01542,0.10955
224.98485,-0.47266,0.10955
191.76845,-1.21477,0.10956
180.58901,0.61914,0.10958
234.89621,0.39071,0.10959
189.60442,-1.43950,0.10960
221.30754,0.49839,0.10961
200.16951,-0.38950,0.10963
249.54737,0.46575,0.10968
200.41029,-0.55951,0.10970
200.14247,0.64131,0.10972
182.21544,-0.93735,0.10973
211.64032,-0.76262,0.10974
211.69330,-0.78810,0.10975
219.50636,-0.20500,0.10975
180.95853,-0.29810,0.10978
179.17612,-0.03777,0.10980
201.71171,0.94116,0.10980
202.03889,0.32383,0.10982
223.46796,-1.44853,0.10984
147.29397,0.38134,0.10986
199.55706,-0.62597,0.10992
223.94603,1.16411,0.10995
187.06093,0.18677,0.11001
200.48607,-1.33641,0.11001
221.12352,-0.90836,0.11003
188.08916,-0.28335,0.11007
148.78160,1.01660,0.11007
201.07100,0.80724,0.11008
186.74519,0.60270,0.11009
225.03136,-1.49714,0.11012
229.75028,1.12214,0.11018
148.49489,-1.08091,0.11020
207.42558,0.33246,0.11023
200.13748,-0.81784,0.11024
132.29052,0.84326,0.11027
148.43250,-1.02641,0.11028
201.19044,0.23068,0.11029
187.15248,0.19937,0.11032
167.42108,-1.03994,0.11033
222.88327,-0.99290,0.11035
201.79329,-0.32455,0.11037
201.13796,0.34377,0.11038
228.13917,-0.23941,0.11043
168.04853,-0.74478,0.11045
171.28721,-1.14949,0.11045
149.04254,1.19612,0.11046
201.43808,1.23265,0.11051
202.33783,0.99138,0.11052
202.09719,0.32242,0.11055
222.85212,-0.93952,0.11057
172.17884,1.44766,0.11057
200.67763,1.44989,0.11058
133.78524,0.85316,0.11059
246.70813,-1.06301,0.11062
230.10641,-0.94147,0.11063
229.87532,1.11046,0.11064
239.34399,-0.76149,0.11066
225.15015,0.14627,0.11067
202.13076,0.54514,0.11069
170.21885,-0.65794,0.11070
199.48617,-0.62391,0.11072
187.87626,-0.89579,0.11072
162.39153,0.56775,0.11078
180.81399,-0.18871,0.11082
198.54448,-1.09705,0.11083
202.06546,1.49967,0.11083
199.91876,0.13748,0.11084
200.18382,0.33716,0.11084
235.30978,1.14223,0.11088
198.52656,-1.20511,0.11089
200.75337,1.03391,0.11090
167.68172,-0.83987,0.11091
133.76062,0.70521,0.11092
202.11017,0.51060,0.11092
185.07414,0.77170,0.11095
202.23320,0.02442,0.11099
181.95886,-1.02545,0.11100
185.91228,1.49530,0.11101
223.84401,0.34994,0.11102
199.05627,-0.84525,0.11102
174.45777,1.19665,0.11103
174.49823,1.29512,0.11106
200.75461,1.21261,0.11106
188.89077,-1.34147,0.11106
200.97005,1.19604,0.11107
199.55712,-0.64382,0.11107
199.94306,0.24773,0.11108
175.52918,0.81216,0.11108
167.50923,-0.97011,0.11114
235.00448,0.51748,0.11117
206.04444,1.30621,0.11119
155.63065,0.25770,0.11120
235.01976,0.53277,0.11122
159.84152,1.00943,0.11122
188.75095,-0.81565,0.11123
167.56936,-0.92893,0.11124
180.48382,0.83012,0.11126
199.10083,0.28517,0.11128
234.94289,0.26261,0.11131
169.58884,1.39332,0.11135
202.11628,1.05924,0.11137
198.26999,-0.98234,0.11139
199.05658,-0.91250,0.11144
200.81417,1.15184,0.11145
199.48306,-0.48385,0.11147
169.42257,-1.08656,0.11152
174.83641,1.01985,0.11154
167.26382,-0.91639,0.11156
155.41253,0.32467,0.11157
187.51037,-1.47913,0.11157
180.89470,1.10553,0.11159
201.82646,0.86516,0.11159
202.90567,1.48508,0.11160
234.38003,0.23853,0.11162
179.33226,-1.16621,0.11166
229.22806,-0.46133,0.11170
180.76213,1.10324,0.11172
181.66558,0.65267,0.11172
162.21608,0.57202,0.11173
199.59812,-0.52950,0.11175
142.98437,-0.37429,0.11176
181.04575,1.22359,0.11178
186.50810,0.49320,0.11183
231.29569,0.64011,0.11185
202.33691,1.20921,0.11190
187.57708,-0.99486,0.11190
198.93070,1.05828,0.11198
159.81587,1.04549,0.11200
229.11474,-0.08670,0.11201
200.10289,-1.00055,0.11204
167.02039,0.00937,0.11205
199.67284,-0.73843,0.11205
199.59250,0.97923,0.11206
174.45309,1.27808,0.11208
186.90800,-0.08831,0.11211
235.28622,1.14879,0.11213
247.51282,-0.68406,0.11214
222.43787,-0.15810,0.11214
249.00351,-0.93963,0.11217
198.44120,0.10799,0.11219
186.40797,0.28226,0.11222
222.42455,0.00154,0.11223
189.60260,-1.41220,0.11224
197.66767,0.51090,0.11225
208.32878,0.18209,0.11225
234.07705,0.48441,0.11225
165.58302,0.28436,0.11226
228.47298,-0.90531,0.11227
197.70041,-1.38093,0.11233
199.00281,-0.83114,0.11234
200.32533,-1.28738,0.11235
170.19507,1.38783,0.11238
198.99510,-0.83938,0.11239
216.32916,0.67419,0.11244
200.41424,-0.64136,0.11247
217.22416,0.99598,0.11248
198.06822,-0.68362,0.11249
230.24614,-0.89797,0.11250
219.97319,-0.36251,0.11252
229.40166,-0.72066,0.11252
199.58066,0.96223,0.11259
161.85018,0.03159,0.11259
167.32659,-0.47536,0.11262
236.33773,0.22750,0.11265
181.45478,1.39183,0.11270
231.69837,0.80715,0.11270
197.79775,0.58113,0.11272
166.40022,-0.43824,0.11272
155.79575,-0.46968,0.11274
211.63596,-0.36100,0.11275
227.59560,-0.29778,0.11277
155.66808,-0.33632,0.11277
181.45120,1.10997,0.11277
168.76394,1.48420,0.11278
199.03795,-0.86230,0.11283
242.07809,-0.46262,0.11283
214.81681,0.78137,0.11285
222.42845,1.42456,0.11285
247.75830,0.29273,0.11290
186.86419,0.04890,0.11292
160.69691,-0.62325,0.11293
181.32923,1.17335,0.11296
161.48448,1.10978,0.11301
168.90941,0.49478,0.11302
231.63923,-1.28462,0.11304
212.07949,-0.32102,0.11304
236.96112,0.62985,0.11307
217.17588,1.05889,0.11312
197.13602,0.50955,0.11312
231.83719,0.22689,0.11316
203.49889,0.42989,0.11321
229.39934,-1.10809,0.11324
245.48429,1.06962,0.11325
233.41086,0.37030,0.11326
211.66285,-0.11893,0.11327
247.75079,0.25593,0.11328
155.29277,0.65518,0.11329
237.07274,0.95955,0.11330
186.64227,0.14023,0.11330
204.41794,-0.78595,0.11332
173.56816,1.12768,0.11333
236.80725,-0.14219,0.11333
247.60003,-0.08478,0.11334
211.98943,0.29496,0.11338
236.88777,0.39001,0.11339
212.02527,0.36316,0.11344
133.96659,0.65077,0.11347
211.88746,0.63093,0.11350
236.75179,-0.05632,0.11350
238.18161,-1.24957,0.11352
231.25237,1.07733,0.11358
179.84304,-1.25918,0.11361
206.25522,-0.82325,0.11363
232.66845,1.10094,0.11363
219.96672,-1.26623,0.11364
135.37842,0.93939,0.11368
229.16768,-1.24154,0.11371
204.86032,-0.21138,0.11371
231.98162,1.45381,0.11375
229.87025,1.35084,0.11377
231.69572,-0.97248,0.11377
236.74009,0.65283,0.11378
213.57314,0.67150,0.11381
168.15367,-0.87438,0.11382
159.83971,-0.41208,0.11385
172.13104,-1.21505,0.11390
160.06589,-0.20472,0.11391
206.26570,-0.47115,0.11391
212.16210,0.65949,0.11393
159.18482,-1.18080,0.11393
232.22049,-1.13429,0.11393
226.26436,-0.82550,0.11394
163.38158,-0.77835,0.11394
159.66730,-0.51896,0.11395
237.37318,-0.09478,0.11396
160.50806,-0.28295,0.11399
160.53702,-0.11079,0.11400
229.82373,1.15311,0.11402
243.48892,-1.12525,0.11403
231.79742,0.22329,0.11404
232.15652,1.49564,0.11405
229.39437,-0.88348,0.11406
187.95180,0.17116,0.11407
197.95821,-1.40509,0.11408
166.65602,0.14661,0.11408
247.54115,0.38076,0.11410
148.29803,1.38097,0.11412
229.78056,1.15043,0.11414
217.19857,0.40894,0.11416
181.64651,-0.41396,0.11417
232.17605,1.33101,0.11419
237.35376,-0.45776,0.11422
232.24932,-0.93412,0.11425
237.86627,-0.96465,0.11430
231.77365,-0.45314,0.11430
231.14207,-0.71936,0.11432
213.57159,0.64000,0.11432
217.22859,1.14572,0.11434
169.16400,1.06674,0.11435
231.74556,-0.69123,0.11440
232.76308,1.16329,0.11442
158.12735,-0.88642,0.11443
218.38659,1.02094,0.11448
212.41561,-1.35587,0.11449
208.39577,-0.06536,0.11452
176.04823,-0.82941,0.11453
203.04355,0.28755,0.11454
155.06862,1.47294,0.11455
231.62571,-1.44468,0.11455
233.56735,1.10023,0.11457
242.00265,0.48964,0.11457
232.25663,1.41434,0.11463
217.02675,0.89446,0.11464
229.04482,-0.32484,0.11464
229.68546,0.86956,0.11468
230.05594,-0.73004,0.11468
212.41389,-0.88535,0.11469
198.73330,0.65582,0.11470
180.02418,-1.32622,0.11471
161.11648,1.15222,0.11473
162.72184,-0.61475,0.11474
231.89504,0.24306,0.11475
208.43295,0.11761,0.11475
231.81541,1.15056,0.11477
182.29265,-0.96997,0.11477
229.14302,0.11112,0.11477
180.16156,-1.16516,0.11481
160.81135,0.19944,0.11482
