ra,dec,z
187.59691,-1.31281,0.08160
198.29502,-0.73300,0.08160
196.98488,-1.46480,0.08163
230.75191,0.31862,0.08164
218.44193,-1.07232,0.08165
202.49874,1.08497,0.08165
194.51103,0.30447,0.08166
199.05217,-0.03966,0.08167
192.66984,-0.88691,0.08168
167.43636,1.05973,0.08168
149.89469,1.08871,0.08169
199.80733,-0.98774,0.08170
199.56754,0.32773,0.08170
189.84692,-0.60831,0.08171
198.49846,-1.49099,0.08172
192.05095,0.31277,0.08174
196.71646,0.69051,0.08174
193.58460,-0.11592,0.08175
194.84361,1.44344,0.08176
193.49626,1.12907,0.08176
190.09160,1.04560,0.08176
192.32596,-0.55223,0.08176
198.43033,0.55926,0.08177
199.06703,0.30869,0.08177
199.70243,-0.89264,0.08178
152.65489,1.02670,0.08178
198.06466,-0.93054,0.08178
232.54947,-1.00435,0.08179
180.58551,1.19850,0.08183
149.45614,-0.26946,0.08184
191.10978,0.77830,0.08185
183.93427,-0.99735,0.08185
181.21980,-0.98750,0.08186
218.02178,-1.41352,0.08187
180.40768,1.19797,0.08189
234.26992,-0.81759,0.08190
191.77422,-0.64032,0.08190
197.88540,0.38393,0.08190
149.55554,0.56104,0.08190
199.96495,0.93037,0.08191
199.25597,-0.74389,0.08191
202.14961,0.32213,0.08191
198.49062,-1.21205,0.08193
234.32515,-0.51095,0.08193
192.24971,-0.32233,0.08194
201.53054,0.16147,0.08195
210.74569,0.03913,0.08195
212.49697,-0.37738,0.08195
196.69799,0.68887,0.08196
204.56481,0.06550,0.08197
197.32941,-0.67415,0.08198
165.60341,-0.41923,0.08200
177.77913,-0.77102,0.08200
196.79911,-0.02467,0.08201
201.84585,1.26656,0.08201
192.07522,1.05349,0.08203
195.18766,1.13599,0.08203
210.54596,0.54059,0.08204
200.19786,-0.21303,0.08206
163.50072,0.51245,0.08206
198.45010,-1.12644,0.08207
199.56707,-0.00064,0.08209
191.02526,-0.81841,0.08210
199.76843,-0.98982,0.08210
210.64709,-0.15173,0.08210
191.59730,0.18097,0.08212
201.10704,-1.08807,0.08212
183.11776,0.15799,0.08213
192.07499,0.47117,0.08214
243.39252,0.75644,0.08219
219.20287,-0.58050,0.08220
234.08318,-0.85995,0.08220
162.33458,-0.63618,0.08220
197.67717,0.49552,0.08221
192.94268,-0.93951,0.08221
219.86172,1.01748,0.08221
214.38359,-0.48489,0.08222
192.52674,-0.45410,0.08223
234.00501,1.17680,0.08225
214.69441,-1.13733,0.08226
160.88842,0.37212,0.08227
182.00912,-0.43684,0.08227
164.41717,0.33929,0.08228
183.11443,-0.10702,0.08229
199.70653,-0.41209,0.08231
224.05849,-0.17893,0.08232
183.36455,0.29195,0.08232
192.95388,-0.89806,0.08232
183.57936,1.27535,0.08233
192.18257,0.30970,0.08233
219.87043,0.68960,0.08233
201.47922,0.07547,0.08233
224.78844,1.19619,0.08235
233.35718,0.34601,0.08237
181.85632,-0.41271,0.08238
191.41870,-0.58043,0.08239
196.77924,-0.03864,0.08239
184.44655,0.59752,0.08240
212.85201,-0.27302,0.08242
191.08556,0.99156,0.08242
143.77343,-0.01890,0.08243
183.13521,0.93450,0.08243
183.06839,0.36554,0.08243
184.08644,0.43078,0.08244
233.01801,-0.58637,0.08244
191.63372,-0.64355,0.08246
208.67050,-0.08062,0.08246
199.90426,-0.76768,0.08247
150.81558,1.16220,0.08247
191.61314,0.67056,0.08248
220.92102,-1.07911,0.08249
199.57380,-0.09615,0.08250
192.82610,-0.70406,0.08251
159.31578,0.08053,0.08251
184.56593,0.73540,0.08252
230.87055,-1.21609,0.08253
196.76987,-0.03915,0.08254
149.77435,1.08662,0.08254
207.70131,-1.26578,0.08256
227.85640,-0.85598,0.08257
233.31216,0.11931,0.08257
194.97320,0.75051,0.08258
211.56682,-0.64112,0.08258
198.01841,-0.33379,0.08258
214.40901,-0.48217,0.08259
201.94226,0.96785,0.08259
142.56721,1.46328,0.08260
199.17868,-0.36967,0.08261
181.02249,1.47690,0.08261
221.62491,-0.32971,0.08261
160.92535,0.46866,0.08262
223.89241,-0.19913,0.08262
196.88078,0.14267,0.08262
159.75667,0.26432,0.08264
159.27398,-0.70872,0.08265
153.91696,0.22794,0.08265
199.83860,-1.14033,0.08265
150.63099,1.15024,0.08266
195.75125,-0.48137,0.08268
195.87064,-0.94316,0.08268
235.96890,0.44696,0.08270
194.99348,-1.17204,0.08272
233.04146,-0.64739,0.08272
158.77808,-0.03033,0.08273
198.07419,0.27980,0.08273
184.93091,0.37326,0.08273
165.66123,0.47300,0.08274
235.97286,0.26028,0.08276
192.83753,-0.56028,0.08276
201.95658,0.96604,0.08277
222.00101,-0.30077,0.08277
159.35356,-0.70440,0.08278
235.99503,0.29247,0.08281
180.19610,-0.60334,0.08285
194.84628,-1.34835,0.08285
196.15542,0.73173,0.08286
181.55644,-0.57327,0.08287
179.85927,-0.43209,0.08288
181.31332,-0.75029,0.08289
195.97858,-0.78004,0.08291
221.56912,1.24918,0.08291
238.86563,-0.34553,0.08291
193.09771,-0.36985,0.08292
239.34792,-0.41143,0.08293
191.96630,-0.62329,0.08294
165.91012,-0.64784,0.08297
211.82900,-0.15725,0.08299
200.26512,-1.21018,0.08300
212.84831,-0.84273,0.08301
195.17080,0.56066,0.08301
191.07011,0.81458,0.08303
201.27402,-1.39520,0.08303
221.69916,-1.21978,0.08304
237.59599,-0.00662,0.08304
212.15496,-0.92071,0.08305
194.76512,-1.22357,0.08307
198.03333,-1.00847,0.08308
232.13573,0.96087,0.08309
224.81857,-1.48608,0.08310
127.47999,0.83052,0.08311
219.42812,1.15146,0.08312
180.33850,-0.32636,0.08312
216.61252,-1.16880,0.08314
201.76286,1.31400,0.08316
201.93293,-0.51821,0.08316
212.20627,-0.89888,0.08317
201.95357,0.98896,0.08317
192.83593,-0.90597,0.08318
222.59571,-0.88526,0.08319
222.61680,-0.88039,0.08321
201.45597,-0.29000,0.08323
235.40748,1.42468,0.08323
191.10148,0.62864,0.08323
233.52288,-0.70147,0.08323
233.19338,-0.89345,0.08324
144.55054,-0.94187,0.08325
192.58327,-1.49740,0.08325
212.41689,-0.51900,0.08325
148.38497,-0.94143,0.08325
193.72404,-0.18292,0.08326
146.86816,-0.48679,0.08327
235.51397,1.42484,0.08327
192.05093,-1.36035,0.08329
230.92494,1.25903,0.08329
223.54572,0.16924,0.08331
166.21206,-0.68244,0.08332
195.26396,0.25594,0.08334
192.63125,0.16070,0.08334
200.51189,-1.33673,0.08338
192.07045,-0.85811,0.08339
215.09685,-0.81925,0.08342
166.61180,1.38709,0.08343
201.94064,0.99066,0.08345
199.83137,-0.94747,0.08350
191.91527,-0.53238,0.08351
145.13272,0.82720,0.08351
201.57874,0.22157,0.08351
239.85528,0.39839,0.08352
201.23639,-1.00789,0.08356
162.11961,0.66078,0.08356
223.87704,-0.42266,0.08357
192.46455,0.49384,0.08358
148.21230,-1.17346,0.08359
201.77603,0.40997,0.08362
164.21777,-0.12198,0.08363
214.07167,-0.15698,0.08363
201.06887,-0.46644,0.08363
214.04112,-0.63239,0.08364
153.50794,0.36205,0.08364
192.03605,-1.09812,0.08365
214.07898,-0.19450,0.08366
201.58026,-1.49115,0.08366
165.98684,-0.77178,0.08367
199.08750,-0.59599,0.08368
148.43474,-0.09046,0.08369
245.92996,0.44785,0.08369
167.54823,1.35807,0.08370
223.63376,-1.04016,0.08371
149.00700,-0.24103,0.08371
218.56678,-0.31383,0.08373
201.63706,0.32606,0.08375
223.69701,-0.69281,0.08375
196.24245,0.47852,0.08375
200.47702,-1.02167,0.08375
193.00418,0.27752,0.08376
215.63641,-0.59539,0.08376
233.06709,-0.60461,0.08377
199.21751,-0.99575,0.08377
211.19126,-0.81920,0.08378
155.20057,-0.98573,0.08379
180.43939,1.06877,0.08382
167.23201,1.30715,0.08386
191.58145,-0.82474,0.08388
158.81738,-0.47317,0.08389
198.09410,-0.94333,0.08390
179.79847,-0.42585,0.08390
215.09473,0.72308,0.08391
160.00706,0.52662,0.08391
148.58499,-0.94207,0.08392
202.02391,-1.42830,0.08394
148.95363,-0.09714,0.08395
232.51413,-1.44258,0.08395
224.37627,0.38258,0.08396
177.64200,0.27561,0.08397
167.57477,1.31994,0.08399
204.20183,-1.25030,0.08400
167.81818,0.88399,0.08400
218.90791,-0.42805,0.08400
219.85217,-0.31053,0.08400
142.28936,-0.84302,0.08401
245.57292,0.63456,0.08402
214.19961,0.91145,0.08403
201.26992,-1.02887,0.08403
197.96968,-1.20287,0.08404
191.34925,-1.00609,0.08404
232.22530,-0.19081,0.08405
223.96746,-0.37254,0.08406
165.06712,-1.19428,0.08407
199.77566,-0.75268,0.08408
197.18343,-0.31363,0.08409
214.17413,0.91740,0.08409
196.49285,0.05985,0.08411
155.34625,-1.08124,0.08411
180.75543,1.43799,0.08412
225.07834,0.46925,0.08413
192.04923,-0.74641,0.08414
202.25745,-1.42627,0.08414
165.08716,-1.16556,0.08414
165.42727,-1.22181,0.08415
232.84018,-0.18978,0.08416
192.57972,-0.40159,0.08416
216.07164,-0.20428,0.08418
201.74471,0.36097,0.08419
244.30597,0.01816,0.08420
197.17488,1.45831,0.08420
196.48179,-0.75141,0.08420
196.62346,-0.79739,0.08421
197.05085,1.05162,0.08422
202.52902,0.50962,0.08423
221.71664,-0.53532,0.08423
223.35794,-0.99246,0.08424
198.35729,-1.12622,0.08424
223.83562,-0.27521,0.08427
248.21895,-0.42615,0.08429
216.98933,0.58895,0.08431
196.46735,-0.72374,0.08433
188.25218,0.00202,0.08433
163.15049,-0.91726,0.08434
197.57427,-0.67377,0.08437
151.44612,-1.24569,0.08437
224.39355,0.29233,0.08438
232.60799,-1.43227,0.08438
198.18758,-1.20061,0.08440
235.39571,0.95096,0.08443
149.07118,-0.10311,0.08444
179.69515,-0.28181,0.08444
217.02088,0.05567,0.08446
233.43893,-0.62983,0.08447
179.53947,-0.59532,0.08447
151.61124,-0.55037,0.08447
167.59284,0.70896,0.08448
200.84351,0.69885,0.08450
216.31906,-1.13125,0.08451
198.28289,-0.93065,0.08451
141.08641,1.42195,0.08451
244.19188,1.04876,0.08454
235.32537,1.08294,0.08454
216.39317,0.33248,0.08456
230.78599,0.01725,0.08457
234.93923,1.44430,0.08457
200.92518,0.69367,0.08457
235.32886,1.10367,0.08458
217.10862,0.31275,0.08460
192.06661,-1.06083,0.08460
164.75546,0.60452,0.08460
235.14337,0.94564,0.08460
151.32123,-0.70273,0.08460
199.75809,-0.66221,0.08462
214.37528,-0.49579,0.08464
148.97240,0.09481,0.08464
239.52073,-0.58501,0.08466
212.86361,1.45483,0.08466
147.31446,0.17484,0.08467
197.28867,-0.61335,0.08467
163.52302,-1.20969,0.08468
203.64159,1.06025,0.08469
148.90844,0.00876,0.08472
164.88487,0.49023,0.08473
149.10447,-0.90769,0.08474
180.54957,1.16004,0.08476
196.49335,-0.37388,0.08477
151.04866,-1.02297,0.08477
199.67619,-0.79229,0.08478
223.71078,-0.49552,0.08479
153.93459,-0.25285,0.08486
189.39286,-0.55504,0.08488
202.87405,1.24541,0.08488
234.80654,0.70115,0.08488
233.14405,-0.55534,0.08488
158.97260,-0.32811,0.08489
193.86942,-1.46553,0.08496
165.17129,0.46202,0.08496
204.24000,-1.25013,0.08496
149.18782,-0.68220,0.08496
166.02752,-0.34780,0.08497
216.97831,0.71537,0.08499
201.01515,-0.87674,0.08499
225.23198,0.18382,0.08499
189.55973,-0.65943,0.08500
191.10014,0.80604,0.08501
197.04786,-1.24657,0.08503
246.82222,0.13247,0.08505
188.33919,1.05925,0.08506
164.09073,0.87756,0.08506
236.15971,0.97759,0.08506
161.16937,-0.32897,0.08509
127.65014,0.94078,0.08509
245.06013,0.66337,0.08510
211.98104,0.41492,0.08511
202.51075,0.90809,0.08513
203.65599,1.07059,0.08517
148.05870,0.23594,0.08518
214.62269,-0.52193,0.08520
146.78188,0.70442,0.08526
180.31144,0.93983,0.08527
239.26164,-0.04163,0.08527
149.66768,-0.77062,0.08532
204.71159,1.09054,0.08532
188.63295,1.34480,0.08536
232.77340,-0.10353,0.08536
233.11982,-0.49068,0.08536
223.80673,-0.72012,0.08537
130.25906,1.08422,0.08538
181.28265,1.37027,0.08538
232.37346,-0.27051,0.08539
198.15410,-1.19750,0.08540
201.32601,-1.00838,0.08540
149.33123,-1.00333,0.08542
127.65340,-0.33631,0.08542
197.14359,-1.32643,0.08542
203.83554,-1.43994,0.08543
238.93185,-0.15252,0.08544
194.91857,-1.36547,0.08548
203.72003,0.02720,0.08551
232.49568,0.12251,0.08552
245.36747,0.60325,0.08554
245.96189,0.48676,0.08556
197.39586,-1.16375,0.08556
192.19135,-0.43838,0.08557
158.72842,0.98941,0.08557
146.76759,1.07471,0.08557
180.20809,0.57105,0.08558
176.93616,0.38095,0.08560
235.04915,0.98570,0.08562
201.63413,0.46683,0.08563
246.70168,0.19850,0.08564
203.97007,-1.25235,0.08566
199.05782,-0.63721,0.08567
244.39276,0.53400,0.08567
246.11540,1.16275,0.08570
232.90483,-0.67393,0.08571
165.31251,0.31982,0.08571
203.79520,0.20722,0.08571
148.13452,0.23582,0.08572
198.02885,-0.83180,0.08572
231.68700,0.75691,0.08576
154.43770,-0.73230,0.08578
199.58341,-1.09167,0.08578
207.23621,0.25537,0.08579
203.59458,1.34249,0.08579
199.59322,-0.69820,0.08580
216.50895,1.47364,0.08580
198.01401,-0.73868,0.08582
161.39503,-0.42577,0.08584
232.98065,-0.28536,0.08584
197.94952,-0.33123,0.08585
196.66124,-0.43542,0.08587
214.15090,-0.88275,0.08587
196.83233,-1.10497,0.08589
196.67623,-0.97365,0.08590
236.82273,0.69165,0.08593
198.89264,-0.47722,0.08594
161.36207,-1.19742,0.08598
203.84493,0.29598,0.08601
180.14577,0.92153,0.08602
199.77708,-1.26419,0.08603
201.34508,-1.00499,0.08603
216.47466,1.20396,0.08604
166.37253,0.53423,0.08606
161.39140,1.29630,0.08606
147.12735,0.50446,0.08606
204.10667,1.06871,0.08606
225.62474,0.12737,0.08607
201.40158,0.80351,0.08607
246.81555,0.01416,0.08608
205.55087,-0.29379,0.08609
196.24295,-1.09059,0.08611
245.94575,0.37570,0.08614
203.76894,-0.30639,0.08614
204.88253,0.69499,0.08617
203.81392,-0.46949,0.08620
197.12466,-1.28669,0.08621
149.21064,1.33870,0.08621
226.05499,0.39463,0.08624
203.85938,0.25606,0.08624
234.35981,0.58408,0.08626
149.01119,-0.08003,0.08626
197.59979,-0.67827,0.08627
247.57371,0.42411,0.08627
155.76190,-0.98487,0.08627
232.73309,-1.48482,0.08627
150.46339,-0.68125,0.08628
192.40604,-1.23870,0.08628
194.70132,-0.86306,0.08629
225.03498,0.39835,0.08631
204.18592,1.30959,0.08631
191.88920,0.09920,0.08637
192.03870,-0.67649,0.08637
199.83306,-0.89913,0.08638
203.72778,-1.45000,0.08638
203.54493,-1.10188,0.08640
195.88521,-1.18054,0.08640
201.20995,1.08222,0.08640
246.61764,0.11072,0.08641
202.06466,-1.44593,0.08642
195.76528,-0.52533,0.08646
195.48940,-0.85824,0.08646
146.77792,1.03963,0.08649
180.79133,0.31924,0.08649
232.92179,-0.29650,0.08650
139.74409,1.14654,0.08650
149.11525,0.30553,0.08655
195.72519,-0.97399,0.08656
205.27985,-0.42132,0.08657
208.94884,0.81280,0.08657
225.29113,-0.89025,0.08657
180.04239,0.70718,0.08658
205.29944,-0.55214,0.08659
202.75321,-1.26631,0.08659
149.32467,0.96515,0.08660
232.55202,0.54601,0.08660
224.14781,-0.99150,0.08663
203.56332,-1.08052,0.08666
232.82285,0.15903,0.08668
205.19545,-0.66963,0.08668
202.75822,-0.99274,0.08669
191.70609,0.31574,0.08670
232.66483,-0.25618,0.08673
131.75030,1.33269,0.08673
217.45480,0.52229,0.08674
191.77121,0.24566,0.08674
192.11895,-0.93432,0.08675
205.43858,0.86501,0.08675
232.81477,0.31289,0.08676
245.52815,0.54980,0.08677
224.68306,-1.09675,0.08682
225.73340,0.13281,0.08685
161.48540,-1.20619,0.08688
205.49766,-0.57942,0.08689
206.58317,-1.29278,0.08690
245.49939,0.24389,0.08691
232.10217,0.20776,0.08693
161.45057,-1.22256,0.08694
224.79620,-0.08779,0.08695
228.25991,1.43190,0.08696
202.12862,-1.28243,0.08696
198.05692,-0.43899,0.08696
232.29300,-0.17666,0.08696
149.33862,1.00367,0.08697
183.02984,0.55053,0.08697
160.25756,-0.95243,0.08698
148.81109,0.28005,0.08698
217.61878,0.17258,0.08698
149.38738,0.66817,0.08699
206.31496,-0.14187,0.08699
224.73339,-0.19769,0.08700
232.91371,-1.12166,0.08700
213.71023,-0.54265,0.08702
247.47390,0.55509,0.08704
152.76210,-0.88768,0.08704
166.68821,-1.21510,0.08704
227.13328,-0.26746,0.08706
139.71581,1.10563,0.08706
191.71956,0.23117,0.08708
202.64861,-0.70168,0.08709
204.98513,-0.50036,0.08711
232.56749,-0.03655,0.08713
204.92101,0.45932,0.08713
150.00364,0.53229,0.08715
153.32776,1.06818,0.08717
205.83217,0.74952,0.08717
204.34595,0.22803,0.08718
203.28681,-1.43152,0.08719
224.81135,-0.12926,0.08721
192.16641,-0.86575,0.08721
149.33706,0.70044,0.08722
228.41637,1.26254,0.08724
149.78860,0.87653,0.08724
206.28785,-0.18006,0.08726
149.46280,-0.23992,0.08728
232.78445,0.12356,0.08730
149.95657,0.83227,0.08730
231.97024,0.11648,0.08731
232.16656,-0.13536,0.08732
132.76092,0.65272,0.08733
217.68806,0.77545,0.08737
141.53620,-0.16580,0.08739
226.14133,0.33636,0.08739
191.64341,0.40100,0.08740
142.09576,0.32814,0.08741
206.27857,-0.15188,0.08744
133.85881,1.00429,0.08744
226.21437,0.78364,0.08746
224.09964,0.40018,0.08747
231.17684,1.25666,0.08751
134.18957,0.26279,0.08752
143.74433,1.28526,0.08752
227.92965,0.05594,0.08754
206.80598,0.28228,0.08756
139.99372,0.27032,0.08760
205.53751,0.87070,0.08761
232.36815,-0.99773,0.08761
141.94223,0.86851,0.08761
140.00291,1.26799,0.08762
249.94979,0.41629,0.08762
138.10667,0.34667,0.08764
149.98555,0.62216,0.08765
227.32356,-0.19304,0.08766
205.77173,-0.11095,0.08767
205.43642,0.34211,0.08768
227.69146,1.00329,0.08768
143.42897,1.28879,0.08769
150.42345,-0.17359,0.08770
232.77958,0.48741,0.08770
170.17279,-0.61392,0.08770
167.13394,0.72512,0.08771
149.58135,-0.30625,0.08771
142.07969,1.06564,0.08772
149.96619,-0.34526,0.08772
201.58487,0.26913,0.08774
204.68464,-0.75302,0.08775
204.94902,-0.75946,0.08777
231.94809,0.26920,0.08777
141.67254,-0.35747,0.08777
227.54909,0.85835,0.08777
139.74081,1.14893,0.08778
144.04415,0.27199,0.08781
194.96077,-1.19117,0.08782
206.40427,0.08740,0.08783
191.69772,0.11744,0.08784
232.64872,-1.12552,0.08784
125.39042,1.16190,0.08785
232.48863,-0.15761,0.08787
168.23125,-0.74901,0.08788
227.11786,-0.26460,0.08790
208.73787,-0.66011,0.08792
224.54242,1.21758,0.08792
199.78051,-0.70446,0.08792
143.62986,0.68684,0.08793
140.29553,0.81747,0.08793
206.26361,-0.23320,0.08793
143.62608,1.35166,0.08795
217.42493,-1.00326,0.08797
143.79759,0.68210,0.08801
199.79076,-0.97094,0.08806
218.10623,-0.35362,0.08807
143.73469,1.36038,0.08807
134.17631,1.03739,0.08808
149.12806,0.08363,0.08811
192.19429,-0.35778,0.08811
231.69140,0.67974,0.08812
219.03646,1.38993,0.08813
139.76957,0.75092,0.08814
145.34998,-1.25386,0.08817
227.36738,-0.26748,0.08818
134.12810,1.08333,0.08819
227.07525,-0.21607,0.08820
143.40153,1.27529,0.08820
232.04274,-0.81182,0.08822
163.74719,1.38642,0.08822
149.00909,0.44023,0.08824
203.81026,0.29952,0.08825
143.39729,0.37378,0.08826
205.49344,-1.38840,0.08828
157.50851,-0.62205,0.08831
125.62719,0.73546,0.08833
238.67239,0.54759,0.08834
206.11613,-0.16662,0.08834
157.48284,1.13080,0.08839
206.81864,0.38681,0.08840
208.17227,-1.22409,0.08841
145.47929,-1.05343,0.08842
227.10425,-0.26863,0.08843
207.22162,0.99774,0.08845
206.37043,-0.79829,0.08846
205.28608,-0.74485,0.08847
196.94746,-1.06511,0.08848
168.77259,-0.52281,0.08849
191.59583,0.47775,0.08851
149.06944,-0.55500,0.08851
191.55634,-0.89499,0.08852
232.28502,1.00105,0.08853
206.09783,-0.04353,0.08854
235.99389,0.39262,0.08856
232.29601,-0.20557,0.08857
191.98103,-0.31498,0.08858
191.85824,0.18171,0.08859
232.30105,1.12490,0.08859
123.04575,0.27810,0.08860
209.27662,-1.26033,0.08861
157.45999,0.98741,0.08866
196.91298,-0.49232,0.08868
206.39355,0.24094,0.08868
147.66865,1.27291,0.08869
227.23379,0.72077,0.08871
125.52152,1.27357,0.08871
191.97482,0.07392,0.08871
191.07630,0.84774,0.08872
218.31054,-0.62965,0.08873
227.44273,0.59280,0.08874
231.79604,1.12930,0.08874
124.08943,0.74705,0.08875
205.52166,-0.22739,0.08876
190.98507,-1.17381,0.08877
190.90628,1.38449,0.08881
206.12215,-0.03242,0.08881
157.59696,0.96899,0.08881
232.92641,-1.29785,0.08883
200.18473,-1.47268,0.08883
211.03176,1.09988,0.08883
191.76422,-1.30795,0.08886
206.43645,-1.35078,0.08886
206.16311,0.04028,0.08886
218.28565,-0.57919,0.08887
191.99685,-0.20228,0.08887
199.83595,-0.76239,0.08888
149.47757,-0.39720,0.08888
218.31288,-0.82460,0.08890
191.23451,0.63733,0.08890
177.96705,1.10167,0.08890
157.65956,1.40444,0.08890
206.37669,0.34336,0.08892
125.41718,1.27378,0.08893
237.97469,0.02740,0.08893
206.34306,-1.13425,0.08894
192.07109,-0.26104,0.08898
237.64949,1.12997,0.08898
157.49127,1.09509,0.08899
227.77163,-0.03007,0.08899
231.22138,0.82976,0.08899
191.77659,0.31712,0.08901
186.03925,1.22676,0.08906
206.47289,0.41115,0.08906
185.07438,0.94967,0.08911
139.76734,1.17937,0.08914
227.27878,0.40253,0.08915
140.12633,1.32292,0.08917
207.12202,0.79184,0.08917
227.41139,0.68041,0.08918
206.29076,0.21644,0.08919
202.41548,-1.47840,0.08919
206.73558,0.31623,0.08920
143.92472,-0.08636,0.08920
206.84154,-0.07820,0.08921
184.73929,0.81261,0.08921
233.11493,-0.72626,0.08922
157.75545,1.01535,0.08922
206.76869,0.37437,0.08923
151.63530,0.33651,0.08924
237.78511,-0.54984,0.08925
192.25849,-1.38827,0.08929
190.48450,-1.14227,0.08930
